id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
944102,Guestroom & private bathroom,4230023,Benjamin & Jan,Kreis 12,Schwamendingen-Mitte,47.4013,8.56972,Private room,75,2,58,2021-09-20,0.55,1,357,2,
1028631,Architect's loft seen in magazines centre Zurich,1145413,Jurgita,Kreis 4,Langstrasse,47.37449,8.52116,Entire home/apt,350,4,76,2021-10-14,0.72,1,87,4,
1040893,Room in the heart of Zurich,5692104,Natalie,Kreis 4,Langstrasse,47.37802,8.53171,Private room,62,2,70,2020-11-16,0.90,1,58,0,
1051223,Centrally located room in Zurich,2236641,Mikko,Kreis 3,Sihlfeld,47.37744,8.50882,Private room,57,1,181,2021-12-09,2.61,1,35,20,
1091173,Sunny 130m2 flat in trendy Zurich,3488923,Kaspar,Kreis 5,Escher Wyss,47.389,8.52345,Entire home/apt,249,4,4,2018-01-01,0.05,1,0,0,
1173334,Luxury Loft/Penthouse in Zürich,1938261,Andreas,Kreis 3,Alt-Wiedikon,47.36202,8.52058,Entire home/apt,219,5,18,2019-01-28,0.18,1,365,0,
1179802,"Zurich-heart of the city, 2,5 rooms",3072454,Christine,Kreis 4,Langstrasse,47.37929,8.5352,Entire home/apt,109,5,207,2021-09-10,1.99,1,187,2,
1283510,Sonnige zweigeschossige Wohnung in Zürich-West,6165726,Beat,Kreis 5,Escher Wyss,47.39396,8.50829,Entire home/apt,123,7,2,2017-08-08,0.03,1,0,0,
1296814,Lovely Zurich Flat near the lake!,5777725,Carla,Kreis 8,Mühlebach,47.35725,8.55699,Entire home/apt,153,3,6,2019-07-05,0.06,1,362,0,
1358424,2.5 room (68m2) Rooftop Attic with lake view,1951513,Denise,Kreis 8,Mühlebach,47.36406,8.55057,Entire home/apt,141,7,0,,,1,15,0,
1410342,Apartement in trendy Zurich Seefeld,480998,Pius,Kreis 8,Mühlebach,47.34836,8.56548,Entire home/apt,140,5,33,2020-12-02,0.34,4,211,0,
1435243,Grosse charmante Wohnung nähe Oper,7712882,Daniel,Kreis 8,Seefeld,47.36393,8.54887,Entire home/apt,379,2,93,2021-12-22,1.18,3,0,17,
1446015,Lovely Appartment in Zürich,5181732,Roni,Kreis 7,Hirslanden,47.36508,8.57226,Entire home/apt,77,10,4,2018-11-06,0.04,1,0,0,
1473567,Subletting apartment or room,7888485,Heiko,Kreis 3,Friesenberg,47.3661,8.50282,Entire home/apt,104,1,27,2018-09-24,0.27,1,0,0,
1478873,Room in Duplex Apartment,7698073,Christos,Kreis 2,Enge,47.36063,8.53471,Private room,170,1,74,2019-12-24,0.73,4,0,0,
1509338,"Private room, bright & quiet(1-3months possible)",8061776,Salvia,Kreis 2,Wollishofen,47.33142,8.5374,Private room,65,2,55,2021-12-09,0.54,4,53,2,
1528138,Modern Appartement with own Garden,8152499,Fredy,Kreis 6,Unterstrass,47.395,8.53442,Entire home/apt,120,3,75,2021-08-01,0.74,1,0,3,
1556931,Entire flat-Affordable&awesom views,8288017,Mehdi,Kreis 12,Hirzenbach,47.40245,8.58832,Entire home/apt,225,1,40,2016-01-28,0.40,1,365,0,
1566319,Big terrace apartment close to Tiefenbrunen,7090119,Raichvarg,Kreis 8,Weinegg,47.35242,8.57012,Entire home/apt,300,5,0,,,1,177,0,
1599790,room in a penthouse in Zurich,8527761,Ben,Kreis 11,Oerlikon,47.40782,8.55461,Private room,95,1,6,2019-07-04,0.07,1,335,0,
1637876,Spacious room near center and university,1275222,Yvonne,Kreis 6,Oberstrass,47.38302,8.54983,Private room,75,2,435,2021-12-23,4.32,1,225,10,
1638930,Private room in center of Zurich,8699600,Ivo,Kreis 5,Gewerbeschule,47.38435,8.53154,Private room,80,1,249,2021-12-25,2.47,1,6,16,
1730300,LOVELY HOME,1373632,Dani,Kreis 2,Enge,47.36538,8.52406,Private room,59,4,18,2021-12-18,0.47,1,342,7,
1790874,Chic Loft Residence in Zurich-City,1348435,Rafa,Kreis 7,Hottingen,47.36562,8.55729,Entire home/apt,135,4,93,2021-04-06,0.94,6,344,1,
1812239,Room close to opera & lake,9494584,Clara,Kreis 8,Mühlebach,47.36463,8.54884,Private room,89,1,70,2021-10-03,1.01,2,351,3,
1859135,Wohnung in bester Lage Zürich,9700015,Esther,Kreis 7,Fluntern,47.37969,8.55919,Entire home/apt,99,20,0,,,1,88,0,
1876794,Modern sunny Appartment lakeside,1599948,Boris,Kreis 7,Hottingen,47.36724,8.55179,Entire home/apt,117,1,10,2020-03-08,0.11,2,365,0,
1880893,Exclusive sunny penthouse at lake,1599948,Boris,Kreis 7,Hottingen,47.3681,8.55116,Entire home/apt,117,1,10,2019-01-01,0.11,2,365,0,
1888122,Cozy Studio in Zürich-City!,9758486,Sandy,Kreis 8,Mühlebach,47.36401,8.55047,Entire home/apt,57,10,2,2021-03-23,0.21,1,38,2,
1962016,A spacious space,9175734,Roland,Kreis 9,Albisrieden,47.38015,8.49808,Private room,120,2,107,2021-09-08,1.12,1,328,3,
1982405,studio / home office  in a trendy quarter,5614354,Subas,Kreis 10,Wipkingen,47.39408,8.53195,Entire home/apt,83,14,45,2021-09-15,0.48,2,331,4,
2004128,Super central & cozy! (Families with baby welcome),8658139,Malin,Kreis 4,Werd,47.37015,8.52678,Entire home/apt,155,5,28,2021-08-07,0.29,1,55,1,
2021797,Roomy well-lit Private room Heart of Zurich,10379615,Josh,Kreis 2,Enge,47.36288,8.52304,Private room,49,14,135,2021-12-04,1.38,2,171,4,
2045519,"Groundfloor Room i/Family Home Hottingen, Kreis 7",10487269,Christine,Kreis 7,Hottingen,47.36644,8.56301,Private room,46,3,84,2021-12-24,0.91,4,311,6,
2047753,Nice apartment in Zurich-Affoltern,7777034,Frans,Kreis 11,Affoltern,47.42541,8.49986,Entire home/apt,140,4,60,2018-04-15,0.62,1,177,0,
2049847,"Balcony Room in FamilyHome Hottingen, Kreis 7",10487269,Christine,Kreis 7,Hottingen,47.36644,8.56301,Private room,49,3,92,2021-11-19,1.00,4,277,4,
2055920,Modern 5.5 Meter Celings City Center Flat!,4387358,Mo & Angelika,Kreis 4,Langstrasse,47.38015,8.52768,Entire home/apt,417,45,13,2021-07-17,0.14,2,317,1,
2073042,Bedroom i/Family Home ZüriHottingen,10487269,Christine,Kreis 7,Hottingen,47.36589,8.56362,Private room,49,3,44,2021-08-01,0.45,4,199,5,
2082084,Basic Well-lit Private Room Heart of Zurich,10379615,Josh,Kreis 3,Alt-Wiedikon,47.36407,8.52113,Private room,45,14,123,2021-12-12,1.28,2,147,9,
2268476,"Central Studio+balcony, lake 10 min",11583529,Anna,Kreis 7,Hottingen,47.3673,8.55255,Entire home/apt,84,3,217,2021-01-03,2.31,1,0,1,
2322721,Living in the Sky! 15sq Zimmer in Modern Apartment,3553086,Patrick,Kreis 2,Leimbach,47.32768,8.5151,Private room,60,2,28,2021-09-01,0.29,2,81,3,
2470664,"Old-town, cozy 2 rooms flat, fully furnished",10651736,Alberto,Kreis 1,Rathaus,47.37315,8.5458,Entire home/apt,110,20,35,2021-10-31,0.37,4,262,8,
2579889,Mi Casa es su Casa,75558392,Filipa,Kreis 3,Alt-Wiedikon,47.36347,8.51749,Entire home/apt,184,1,459,2021-12-20,4.90,4,155,29,
2627618,Charmante Altbauwohnung Idaplatz,13458032,Lu,Kreis 3,Sihlfeld,47.37346,8.51491,Entire home/apt,120,8,10,2016-10-09,0.12,1,361,0,
2648689,Schönes Appart. Balkon 3 für 2 :),13559803,Djoullel,Kreis 11,Oerlikon,47.40424,8.54829,Entire home/apt,71,20,84,2019-12-18,0.90,1,275,0,
2668952,Living & homeoffice with spectacular views !,13570663,Chris,Kreis 1,Rathaus,47.37475,8.54413,Entire home/apt,104,4,348,2021-11-13,3.87,37,292,12,
2679799,Discover Zürich & relax comfortably,8061776,Salvia,Kreis 2,Wollishofen,47.33763,8.53492,Private room,70,2,93,2021-10-23,1.00,4,0,5,
2743999,Lakeside Duplex with Stunning Views,1514700,Amulya,Kreis 2,Wollishofen,47.3409,8.53246,Entire home/apt,200,4,13,2019-07-22,0.14,1,4,0,
2759581,Old-town 2 room flat with river view,10651736,Alberto,Kreis 1,Rathaus,47.37396,8.54291,Entire home/apt,100,20,30,2021-10-29,0.33,4,289,7,
2785626,Panoramic View of Zurich with 30sqm Terrace,10250756,Julie,Kreis 5,Escher Wyss,47.39019,8.52018,Entire home/apt,105,5,47,2020-07-12,0.53,1,0,0,
2789296,Cozy and beautiful flat in old-town,10651736,Alberto,Kreis 1,Rathaus,47.37638,8.54463,Entire home/apt,88,20,23,2021-11-13,0.26,4,342,3,
2836559,Apartment in best location!,7014021,Jonathan,Kreis 1,Lindenhof,47.37289,8.54145,Entire home/apt,175,2,65,2021-11-19,0.70,1,14,6,
2852452,Centrally located 4-room apartment – a real gem!,9162952,Andreas,Kreis 6,Oberstrass,47.37738,8.54754,Entire home/apt,136,20,14,2021-01-31,0.15,1,0,1,
2869056,Letzigrund Jade Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38644,8.50317,Entire home/apt,575,30,3,2021-11-27,0.08,91,243,1,
2869081,Letzigrund Magenta Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38644,8.50317,Entire home/apt,483,3,18,2020-01-06,0.22,91,296,0,
2869105,Letzigrund Maroon Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38644,8.50317,Entire home/apt,575,3,9,2018-05-04,0.12,91,271,0,
2869130,Letzigrund Khaki Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38644,8.50317,Entire home/apt,575,30,6,2019-08-03,0.07,91,0,0,
2920505,N1 Apartment in the heart of Zurich,12886487,Stephanie,Kreis 1,Rathaus,47.37505,8.54372,Entire home/apt,483,3,18,2021-11-03,0.22,91,292,6,
2920543,N2 - Apartment in the Old Town,12886487,Stephanie,Kreis 1,Rathaus,47.37505,8.54372,Entire home/apt,483,3,23,2021-10-03,0.26,91,342,2,
2920590,ZH Seefeld-Kreuzstrasse - HITrental Apartment Züri,12886487,Stephanie,Kreis 8,Seefeld,47.36243,8.54878,Entire home/apt,483,1,49,2021-09-23,0.58,91,206,3,
2920698,3 room apartment in a historic town - S3,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,483,3,82,2021-12-04,0.92,91,313,20,
2920742,S1 - Charming 1 room apartment,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,476,3,31,2021-07-20,0.35,91,330,4,
2920780,S2 - Charming 1 room apartment,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,483,3,21,2021-08-20,0.25,91,331,4,
2920806,S4 - Charming 1 room apartment,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,483,3,6,2020-07-22,0.09,91,299,0,
2956317,"Möblierte 3,5Zi WHG, ZÜRICH, Kreis4",4175228,Belma,Kreis 4,Hard,47.37641,8.51478,Entire home/apt,100,6,15,2021-12-19,2.26,2,18,15,
2962635,S5 - Charming 1 room apartment,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,476,3,23,2021-11-01,0.27,91,351,4,
3044226,Best city area with amazing view and own balcony,13570663,Chris,Kreis 8,Mühlebach,47.35072,8.56191,Entire home/apt,75,4,245,2021-10-24,2.66,37,351,10,
3073966,Sunny room in a duplex apartment,4124134,Antranik,Kreis 11,Oerlikon,47.40503,8.551,Private room,50,2,87,2021-12-09,0.97,2,165,2,
3209659,Stadt Zürich Guesthouse (Zimmer3),19610180,Rossana,Kreis 9,Albisrieden,47.37958,8.4825,Private room,45,14,12,2021-12-01,0.16,15,330,2,
3242402,Zürich City Great Location,4175228,Belma,Kreis 8,Seefeld,47.36102,8.55145,Entire home/apt,100,5,11,2021-08-07,0.12,2,0,1,
3266800,Schöner Raum am Zürichsee,12840220,Mikaelamaria,Kreis 8,Mühlebach,47.35164,8.56069,Private room,85,1,102,2021-09-14,1.11,1,362,1,
3306566,Studio Apartment Junior,16703823,Vision Zurich,Kreis 3,Alt-Wiedikon,47.36226,8.52215,Entire home/apt,372,2,58,2020-11-22,0.64,74,35,0,
3399418,Balcony-Loft in old town,10651736,Alberto,Kreis 1,Hochschulen,47.37685,8.54549,Entire home/apt,98,21,23,2020-11-15,0.27,4,272,0,
3460739,charming room close to main station and university,17439053,Raphael,Kreis 6,Oberstrass,47.385,8.5458,Private room,80,2,10,2020-10-02,0.11,2,0,0,
3470221,"Studio Penthouse Apartment, Seefeld",17484617,Anna-Kathrina,Kreis 8,Mühlebach,47.35697,8.55664,Entire home/apt,220,3,3,2016-09-18,0.04,20,365,0,
3470708,"1-bedroom apartment suite, Seefeld",17484617,Anna-Kathrina,Kreis 8,Mühlebach,47.35703,8.5567,Entire home/apt,275,3,7,2021-10-25,0.08,20,365,2,
3483175,"2-bedroom family apartment, Seefeld",17484617,Anna-Kathrina,Kreis 8,Mühlebach,47.35578,8.5566,Entire home/apt,415,3,16,2021-10-23,0.18,20,359,2,
3487718,"1-bedroom apartment, Seefeld",17484617,Anna-Kathrina,Kreis 8,Mühlebach,47.35578,8.55666,Entire home/apt,255,3,9,2021-09-23,0.10,20,365,3,
3631629,Central location next to the lake 2 room flat,18306611,Natalia,Kreis 8,Mühlebach,47.36467,8.549,Entire home/apt,119,9,45,2021-03-21,0.50,1,0,1,
3673115,Living in the heart of Zürich.,6225442,Gian,Kreis 4,Langstrasse,47.37385,8.52988,Private room,95,5,9,2019-11-10,0.10,1,4,0,
3681861,A 1re 2 bedroom Zürich downtown,18715465,Joy,Kreis 7,Hottingen,47.36946,8.55693,Entire home/apt,170,30,47,2021-10-17,0.56,6,1,13,
3683192,B 2re Studio 8008 Zürich-downtown,18715465,Joy,Kreis 7,Hirslanden,47.36298,8.55946,Entire home/apt,95,30,58,2021-11-24,0.68,6,31,6,
3691351,"B5 Stylish Penthouse, 4 bedrooms",18715465,Joy,Kreis 8,Weinegg,47.36231,8.55827,Entire home/apt,295,7,102,2021-12-17,1.28,6,82,24,
3698713,Cosy studio close to hot spots,18023801,Thomas M.,Kreis 10,Wipkingen,47.39342,8.52349,Entire home/apt,76,7,64,2021-11-30,0.79,1,324,8,
3745895,Beautiful Studio in trendy area,10325499,Sari,Kreis 5,Escher Wyss,47.38729,8.52267,Entire home/apt,100,3,12,2021-09-30,0.14,1,349,5,
3777445,Home away from Home,5514332,Aaron,Kreis 7,Hirslanden,47.36092,8.56657,Entire home/apt,130,3,0,,,1,0,0,
3813905,Stadt Zürich15/ kleines Studio,19610180,Rossana,Kreis 9,Altstetten,47.38157,8.48096,Entire home/apt,55,1,288,2021-12-04,3.67,15,324,40,
3815346,"B 1re Studio, 8008 Zürich-downtown",18715465,Joy,Kreis 7,Hirslanden,47.36342,8.55865,Entire home/apt,99,30,7,2021-08-29,0.08,6,227,4,
3866277,Superbly appointed 2.5 room (1 bedroom) condo! YES,19959355,Manu,Kreis 3,Friesenberg,47.36546,8.50422,Entire home/apt,92,6,7,2020-10-01,0.24,2,145,0,
3872298,beautiful luxury apartment...,20002991,Mars,Kreis 9,Altstetten,47.38863,8.49107,Entire home/apt,95,5,46,2021-11-22,0.52,1,310,2,
3890636,"Stadt Zürich 3, Appartement-Studio (3)",19610180,Rossana,Kreis 4,Hard,47.37997,8.50702,Entire home/apt,85,1,431,2021-12-27,4.83,15,349,61,
3941358,"Loftstyle, trendy Studio Best place in Zurich !",13570663,Chris,Kreis 8,Mühlebach,47.364,8.54975,Entire home/apt,90,4,127,2021-09-30,1.42,37,352,2,
4145732,Stadt Zürich 4101-Appartement Albisriederplatz,19610180,Rossana,Kreis 9,Altstetten,47.38287,8.50033,Entire home/apt,84,1,130,2021-12-17,1.53,15,327,15,
4195239,"Studio Apartment, Forchstrasse",17484617,Anna-Kathrina,Kreis 7,Hirslanden,47.36051,8.5649,Entire home/apt,155,3,36,2019-05-29,0.44,20,321,0,
4201758,"1-bedroom apartment, Forchstrasse",17484617,Anna-Kathrina,Kreis 7,Hirslanden,47.36051,8.5649,Entire home/apt,133,3,7,2021-10-25,0.08,20,359,2,
4201898,"2-bedroom apartment, Forchstrasse",17484617,Anna-Kathrina,Kreis 7,Hirslanden,47.36051,8.5649,Entire home/apt,330,3,41,2021-12-05,0.51,20,362,2,
4202724,"Studio apartment 40m², Lindenstrasse",17484617,Anna-Kathrina,Kreis 8,Seefeld,47.35784,8.553,Entire home/apt,220,3,8,2021-11-14,0.09,20,345,2,
4212413,Quiet Attic near ZH Centre,6484837,Gweneth,Kreis 7,Hirslanden,47.3622,8.56618,Entire home/apt,80,5,13,2019-07-19,0.15,1,119,0,
4222482,"1-bedroom apartment, Lindenstrasse",17484617,Anna-Kathrina,Kreis 8,Seefeld,47.35784,8.553,Entire home/apt,285,3,5,2019-10-31,0.06,20,356,0,
4222657,"2-bedroom apartment, Lindenstrasse",17484617,Anna-Kathrina,Kreis 8,Seefeld,47.35784,8.553,Entire home/apt,440,3,22,2021-04-13,0.26,20,322,1,
4222997,"1-bedroom apartment, Nordstrasse",17484617,Anna-Kathrina,Kreis 6,Unterstrass,47.38368,8.53995,Entire home/apt,215,7,13,2021-04-07,0.15,20,365,2,
4230607,Swiss Design in Zürich-Oerlikon,7349875,Sonja,Kreis 11,Oerlikon,47.4069,8.54821,Entire home/apt,110,7,26,2020-09-27,0.39,1,354,0,
4246456,Mini-Musiker-Zimmer,21714165,Katie,Kreis 1,Rathaus,47.37136,8.54351,Private room,59,1,811,2021-12-11,9.66,3,79,54,
4281532,"1-bedroom apartment, Lindenstrasse",17484617,Anna-Kathrina,Kreis 8,Seefeld,47.35784,8.553,Entire home/apt,285,3,2,2015-06-29,0.02,20,351,0,
4290893,"1-bedroom apartment, Nordstrasse",17484617,Anna-Kathrina,Kreis 6,Unterstrass,47.38368,8.53995,Entire home/apt,220,7,6,2021-10-28,0.07,20,365,1,
4315829,Double bed room 2 Top of Zurich,22404783,Silvia,Kreis 7,Witikon,47.35811,8.59906,Private room,89,2,23,2021-12-11,0.29,3,341,7,
4368558,Modern spacious apartment,17455976,Simon,Kreis 3,Sihlfeld,47.38018,8.50485,Entire home/apt,125,100,2,2015-05-23,0.02,1,365,0,
4381761,Style&Large @Hipster-City-Center with HomeCinema.,1926619,Stefan,Kreis 4,Langstrasse,47.37833,8.5263,Entire home/apt,1064,2,63,2021-11-21,1.10,1,6,13,
4413887,Zurich apartment,22911763,Greg,Kreis 8,Seefeld,47.35865,8.5494,Entire home/apt,165,2,4,2015-05-22,0.05,1,119,0,
4425602,spacious 75m² home with big terrace,1006097,Franziska,Kreis 9,Altstetten,47.39258,8.4786,Entire home/apt,64,1,53,2021-11-14,0.64,1,0,7,
4425760,"Spacious, centrally located flat",2963607,Sandra,Kreis 6,Unterstrass,47.38873,8.53798,Entire home/apt,120,7,33,2021-08-06,0.39,1,3,3,
4442490,Studio Apartment Junior,16703823,Vision Zurich,Kreis 11,Seebach,47.41409,8.545,Entire home/apt,304,2,30,2021-08-19,0.34,74,21,1,
4460481,Cozy room & Sunny balcony in Zurich,12051025,Churyon,Kreis 9,Altstetten,47.38917,8.48504,Private room,59,3,81,2021-12-06,1.10,1,50,6,
4475762,2-room-apartment in Zurich Kreis 10,3483049,Demian,Kreis 10,Wipkingen,47.39218,8.52935,Entire home/apt,75,75,8,2021-04-16,0.10,1,222,1,
4531677,Masterbedroom in Duplex Apartment,7698073,Christos,Kreis 2,Enge,47.36006,8.53437,Private room,70,1,13,2020-01-05,0.15,4,0,0,
4632985,Möblierte Wohnung/Zimmer,23991509,Danilo,Kreis 11,Seebach,47.41792,8.54644,Private room,82,5,0,,,1,362,0,
4666089,Modern & cosy room in the city center,2598633,Antonio,Kreis 5,Gewerbeschule,47.3836,8.52844,Private room,190,1,0,,,1,88,0,
4666318,"Bright and charming, in Zürich",3477312,Gisela,Kreis 3,Alt-Wiedikon,47.35924,8.52103,Entire home/apt,184,7,33,2021-11-14,0.41,1,207,2,
4673094,87 square flat in the middle of Zurich,7370289,Michael,Kreis 4,Hard,47.38115,8.51781,Entire home/apt,110,3,2,2021-03-07,0.20,1,44,2,
4677849,"Cozy, centrl 1 BR, 1 living R, top floor, terrace",2266078,Dan,Kreis 5,Gewerbeschule,47.38568,8.53316,Entire home/apt,80,10,7,2021-01-30,0.11,1,0,1,
4748384,"1 Bedroom Serviced Apartment, Unterstrass",24506494,EMA House,Kreis 6,Unterstrass,47.38417,8.54212,Entire home/apt,282,2,2,2021-08-06,0.03,18,347,1,
4796892,Musiker-Unterkunft,21714165,Katie,Kreis 1,Rathaus,47.3714,8.54349,Private room,74,1,707,2021-12-21,8.27,3,86,38,
4797373,Wirtewohnung,21714165,Katie,Kreis 1,Rathaus,47.3714,8.54349,Entire home/apt,220,1,274,2021-12-19,3.20,3,344,32,
4820818,Calm Zurich City Studio - desinfected & clean,20267050,Eva,Kreis 4,Langstrasse,47.37611,8.53542,Entire home/apt,135,5,27,2021-08-10,0.32,1,178,1,
4850468,Fully furnished 3.5 room apartment in Zurich,720175,Patrick,Kreis 11,Seebach,47.42583,8.54883,Entire home/apt,144,5,1,2021-10-03,0.34,1,0,1,
4896019,Cozy Flat in best area of Zurich!,2276370,Mon,Kreis 4,Langstrasse,47.37797,8.51969,Entire home/apt,95,365,3,2016-08-15,0.04,1,362,0,
4921250,charming flat in excellent location,25347589,Patricia,Kreis 6,Oberstrass,47.38651,8.54511,Entire home/apt,209,3,81,2021-10-17,0.99,1,331,3,
4946415,Quiet Luxury Apartment Citycenter,25492897,Daniel,Kreis 4,Langstrasse,47.37642,8.52352,Entire home/apt,335,3,71,2021-11-26,0.86,1,160,20,
4997601,"Beautiful, quiet and ultra-central Art Nouveau Apt",25770172,Michael,Kreis 6,Unterstrass,47.39109,8.53796,Entire home/apt,330,3,0,,,1,87,0,
5000434,fully furnished flat / nearby ETH + Airport + City,7926514,Ruben,Kreis 11,Affoltern,47.41939,8.51165,Entire home/apt,60,2,33,2021-11-08,0.42,1,270,5,
5072076,Beautiful studio in city center at historical area,13570663,Chris,Kreis 1,Rathaus,47.37256,8.54436,Entire home/apt,79,4,198,2021-10-04,2.36,37,48,13,
5081849,"Neues, zentral gelegenes Studio mit Küche & Dusche",3595908,Peter,Kreis 5,Gewerbeschule,47.38068,8.53699,Entire home/apt,149,3,0,,,1,55,0,
5168505,Double room 1 Top of Zurich,22404783,Silvia,Kreis 7,Witikon,47.35793,8.59777,Private room,89,2,92,2021-10-17,1.11,3,340,9,
5168542,Two single beds top of Zurich,22404783,Silvia,Kreis 7,Witikon,47.3563,8.59896,Private room,79,2,213,2021-06-20,2.62,3,170,1,
