id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
195371,Souterrain for Sigle or Couple,949953,Sybille,,Feldmoching-Hasenbergl,48.19459,11.53297,Private room,29,4,22,2021-12-09,0.64,2,239,8,
195388,apartment for 4 people,949998,Ingrid Und Jo,,Ramersdorf-Perlach,48.10026,11.6068,Entire home/apt,88,2,203,2021-12-05,1.63,1,320,22,
195444,Modern room in ancient building,950268,Eileen,,Ludwigsvorstadt-Isarvorstadt,48.12279,11.56028,Private room,61,3,189,2021-12-10,1.51,2,236,15,
195452,DOWNTOWN 1aFlat in ancient building,950268,Eileen,,Ludwigsvorstadt-Isarvorstadt,48.12103,11.5605,Entire home/apt,95,7,15,2021-08-15,0.13,2,65,1,
196127,huge room in the heart of Munich,954566,Talia,,Ludwigsvorstadt-Isarvorstadt,48.13198,11.57579,Private room,42,4,98,2021-11-26,0.78,2,54,3,
196265,Cosy City Apartment with Balcony,14870835,Dominik,,Au-Haidhausen,48.12094,11.57697,Entire home/apt,65,5,68,2021-06-13,0.58,1,329,2,
198942,Charming quiet room near Michaelipark,971759,Anna C,,Berg am Laim,48.1177,11.64272,Private room,49,2,94,2021-11-14,0.80,2,99,10,
198990,Wohnen am Schloss Nymphenburg,959791,Heidrun,,Neuhausen-Nymphenburg,48.15797,11.51046,Entire home/apt,50,180,12,2021-07-08,0.10,1,295,1,
199066,COMFORTABLE ATTIC FLOOR DWELLING,972246,Cordula,,Untergiesing-Harlaching,48.09092,11.56088,Private room,80,1,342,2021-11-13,2.74,1,317,22,
199099,cosy little aparment central in Munich,972392,Ingrid,,Obergiesing,48.11511,11.59193,Entire home/apt,70,6,2,2021-09-07,0.43,1,9,2,
199189,Ideal for Fair guests,972712,Michael,,Bogenhausen,48.16025,11.64836,Private room,25,1,33,2020-04-29,0.28,4,0,0,
199256,Nice room in super central location,972992,Heide,,Maxvorstadt,48.15017,11.56221,Private room,32,3,244,2021-11-16,2.17,1,262,12,
199797,5 min. close to ENGLISCHER GARTEN,976495,Brigitte,,Schwabing-Freimann,48.16618,11.58973,Entire home/apt,85,1,42,2021-10-02,0.34,1,292,1,
199821,Pure Luxury in trendy Maxvorstadt,976581,Gisela,,Maxvorstadt,48.1511,11.57544,Entire home/apt,108,30,1,2017-11-11,0.02,2,84,0,
199840,Cheerful room in beautiful house,976629,Roswitha,,Tudering-Riem,48.11712,11.67722,Private room,52,1,45,2019-07-03,0.38,1,143,0,
199843,High quality and trendy 3-room flat,976581,Gisela,,Maxvorstadt,48.15054,11.57591,Entire home/apt,138,90,0,,,2,232,0,
199850,Sunny room ideal for  International fairs,971759,Anna C,,Berg am Laim,48.11864,11.64054,Private room,108,2,29,2019-10-09,0.23,2,148,0,
200782,Happy room for happy responsible  Cohousing,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12541,11.55147,Private room,28,12,14,2019-12-29,0.11,6,269,0,
200785,"Happy Double, central, green,",982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12598,11.55346,Private room,33,12,17,2021-10-25,0.14,6,269,3,
200791,"Happy cosy room, 3 Stops to Center",982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12407,11.55299,Private room,29,15,17,2021-07-12,0.14,6,232,1,
200795,Beautiful room in central location,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.124,11.55192,Private room,26,45,6,2021-10-08,0.05,6,121,1,
201628,"Beautiful bright room, 8th Floor (with lift)",986859,Christa,,Hadern,48.12583,11.48152,Private room,46,1,191,2021-10-16,1.53,1,350,5,
202055,"10 min to the center, quiet, cosy",988620,Melita,,Neuhausen-Nymphenburg,48.15883,11.54617,Private room,35,3,229,2020-03-11,1.85,2,137,0,
202077,"tiny but fine, 10 min to the center",988620,Melita,,Neuhausen-Nymphenburg,48.15865,11.54134,Private room,35,3,76,2020-02-21,0.61,2,139,0,
205381,Classic building apartment at Prinzregentenplaz,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,112,1,409,2021-12-22,3.44,11,243,53,
205393,Comfortable apartment with self-check-in.,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,63,1,364,2021-12-19,3.16,11,269,43,
205401,Modern apartment with self-check-in.,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,67,1,547,2021-12-23,4.60,11,268,67,
205415,Family apartment in best location,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,88,1,507,2021-12-22,4.41,11,229,68,
205431,New York style apartment in Munich,1009438,Alex,,Schwanthalerhöhe,48.13661,11.53075,Entire home/apt,93,1,613,2021-12-23,5.02,11,178,67,
206288,"modern, bright & quiet in Giesing",1014517,Emmanuel,,Obergiesing,48.11008,11.59345,Entire home/apt,75,10,40,2021-10-25,0.35,1,8,5,
207713,Penthouse 10 min Munich City Centre,1022468,John,,Neuhausen-Nymphenburg,48.15105,11.53687,Entire home/apt,79,6,74,2019-10-06,0.63,1,263,0,
210348,one  quiet nice room in a condo in central munich,1037376,Doris,,Ludwigsvorstadt-Isarvorstadt,48.12401,11.56119,Private room,53,2,64,2021-07-23,0.55,2,239,1,
211291,GOOD PRICE - IDEAL LOCATION!,1041701,Renate,,Maxvorstadt,48.14614,11.54296,Entire home/apt,103,1,19,2021-07-30,0.16,1,115,1,
211374,"Close to fairground Riem + subway, host vaccinated",1049489,Sonja,,Tudering-Riem,48.13192,11.70239,Private room,49,2,153,2021-11-12,1.27,1,45,5,
211800,Beautiful bright 3-room apartment,1062193,Katrin,,Berg am Laim,48.12902,11.62117,Entire home/apt,91,7,0,,,1,0,0,
212482,Nice Room-10min Walk to Octoberfest,1018498,Karin,,Sendling,48.11954,11.54065,Private room,38,2,83,2021-12-07,0.66,1,292,6,
212517,Charming&modern in downsouth Munich,1095945,Pia Und Kevin,,Sendling-Westpark,48.11848,11.52836,Private room,71,1,11,2019-04-10,0.09,1,365,0,
213707,"Stylish, Spacious, Top location!",1101476,Nina,,Ludwigsvorstadt-Isarvorstadt,48.12926,11.57135,Entire home/apt,359,3,57,2021-09-17,0.46,1,343,2,
216529,"Charming, central, quiet 2.5 room flat Haidhausen",37354,Werner,,Au-Haidhausen,48.13072,11.59324,Entire home/apt,129,5,9,2020-02-01,0.10,1,0,0,
217148,"ruhiges helles Zi, verkehrsgünstig",949953,Sybille,,Feldmoching-Hasenbergl,48.19329,11.53275,Private room,29,7,85,2021-12-18,0.68,2,81,15,
218080,Modern apartment in Haidhausen,1041175,Jakob,,Au-Haidhausen,48.12356,11.5955,Entire home/apt,49,110,47,2019-10-29,0.61,2,0,0,
218860,nice apartment near fairground,1078978,Sylvia,,Berg am Laim,48.11953,11.64244,Entire home/apt,150,2,33,2019-10-02,0.29,1,363,0,
222924,"Blue Room,1. Floor, Messe Riem",1157644,Eva,,Tudering-Riem,48.10496,11.69867,Private room,40,90,36,2020-10-30,0.29,3,0,0,
223041,1 Room in Munich's South-East,1158541,Siegfried,,Ramersdorf-Perlach,48.08629,11.65956,Private room,65,7,22,2021-10-31,0.19,1,334,1,
225414,Flat incl. garden in Munich Solln,1174395,Prince,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.07739,11.51349,Entire home/apt,95,2,14,2018-12-10,0.13,1,365,0,
225421,Very quiet apartment in a peaceful city quarter,1174413,Marco,,Untergiesing-Harlaching,48.08084,11.55063,Entire home/apt,60,2,157,2021-11-29,1.26,1,357,14,
226540,Modern 3 Room Apartment in Munich,1011275,Enrico,,Laim,48.13853,11.51127,Entire home/apt,208,2,366,2021-12-08,3.25,1,31,25,
227106,Modern and quiet apartment,1041074,Kerstin,,Tudering-Riem,48.11064,11.70094,Entire home/apt,75,2,46,2021-11-21,0.41,1,350,6,
227892,"Room at Trade Fair - own entrance, kitchen, bath",1188789,Caro + Tilman,,Tudering-Riem,48.12988,11.7017,Private room,50,3,59,2020-02-21,0.49,1,0,0,
228721,Room in 2-Room -Apartment,1193810,Emmanuel,,Au-Haidhausen,48.12085,11.57736,Private room,65,5,4,2019-10-07,0.03,1,348,0,
228867,"CityHome, 6 beautiful apartments + AC, CITY CENTER",1041450,Werner,,Maxvorstadt,48.14468,11.56131,Entire home/apt,210,3,33,2019-12-23,0.44,6,349,0,
230331,"bed&breakfast, 5min to Oktoberfest",1203567,Maja,,Laim,48.14149,11.50408,Private room,120,1,2,2011-10-03,0.02,1,365,0,
232430,Modern loft apartment,1171020,Hans-Martin,,Tudering-Riem,48.11636,11.6986,Entire home/apt,135,2,63,2021-10-16,0.51,1,325,2,
233119,Luxury 2-room apartment,1210398,Olivera,,Milbertshofen-Am Hart,48.17887,11.56708,Entire home/apt,80,28,0,,,4,51,0,
240218,Directly loc.t.t. fiera& Metro,1041362,Grazia,,Tudering-Riem,48.12775,11.7013,Private room,69,30,49,2021-12-17,0.43,1,244,1,
241375,Large  Center Apartment,1100623,Ray,,Altstadt-Lehel,48.13652,11.58869,Entire home/apt,75,10,65,2019-12-02,0.96,1,0,0,
243209,House with fantastic terrace,1040938,Ingrid,,Sendling-Westpark,48.11019,11.50695,Entire home/apt,90,360,0,,,1,365,0,
245670,"gemütliches Refugium, stadtnah",1293120,Marianne,,Ramersdorf-Perlach,48.09712,11.60973,Private room,49,10,20,2019-10-05,0.20,2,106,0,
252987,"Beautiful, modern & quiet apartment in Schwabing",1069562,Florian,,Schwabing-Freimann,48.15943,11.58208,Entire home/apt,134,2,32,2021-07-09,0.28,1,206,1,
254653,DREAM city flat with balcony,1040971,Piet,,Maxvorstadt,48.14683,11.57861,Entire home/apt,99,90,24,2016-10-26,0.24,1,363,0,
266180,room near Nymphenburg castle ground,1395678,Frank & Joachim,,Pasing-Obermenzing,48.15561,11.47189,Private room,35,2,139,2021-12-03,1.15,1,353,10,
280995,Very beautifully furnished 1-room Apartment,1210398,Olivera,,Milbertshofen-Am Hart,48.17877,11.56679,Entire home/apt,50,30,1,2020-10-31,0.07,4,180,0,
285938,Chill out in the heart of Munich,1488030,Natalie,,Neuhausen-Nymphenburg,48.14658,11.53331,Private room,38,4,183,2021-08-13,1.55,2,115,2,
309196,Schönes Appartement im Dachgeschoss,1057081,Heike,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08367,11.52772,Private room,58,21,23,2020-10-31,0.24,1,183,0,
311198,Guest First! Munich-Center Led,1600367,Diana,,Altstadt-Lehel,48.13613,11.58079,Entire home/apt,110,90,5,2019-08-25,0.04,1,363,0,
311242,TOP Studio! 10 minutes to city centre & trade fair,1600843,Matt,,Obergiesing,48.11723,11.58942,Entire home/apt,49,90,109,2021-11-26,0.94,2,318,6,
315684,Roof Gallery Munich - Luxury flat,1621313,Regina,,Hadern,48.12917,11.48554,Entire home/apt,150,3,80,2021-11-01,1.05,4,154,6,
320196,"nice, bright room with shower",1637920,Wolfger,,Ramersdorf-Perlach,48.09725,11.64717,Private room,42,3,75,2021-11-14,0.63,1,40,3,
321542,Absolute quiet room,1646639,Walter,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09307,11.52147,Private room,42,16,26,2019-10-11,0.22,1,359,0,
392399,"Sunny room, private bathroom and roof top terrace",1962150,Christa,,Sendling,48.11397,11.54844,Private room,68,2,92,2019-11-29,0.78,1,0,0,
406404,Holiday Flat in Munich Schwabing,2024648,Tammy,,Schwabing-West,48.17723,11.58283,Entire home/apt,120,30,1,2012-11-17,0.01,4,357,0,
483093,cozy-apartment - *WLAN* PARKING,2391129,Julia Und Lisa,,Ramersdorf-Perlach,48.09748,11.63993,Entire home/apt,350,2,169,2021-10-11,1.45,3,265,7,
485613,Cozy flat in the center of Munich,1488030,Natalie,,Neuhausen-Nymphenburg,48.14865,11.53318,Entire home/apt,90,3,51,2019-12-28,0.47,2,21,0,
502791,Relaxen im Apartment Fasangarten.,1293120,Marianne,,Ramersdorf-Perlach,48.09888,11.61023,Private room,55,3,31,2021-12-02,0.30,2,331,6,
505041,centrally quiet 2 pieces flat 01.01.-30.april.22,1037376,Doris,,Ludwigsvorstadt-Isarvorstadt,48.12446,11.56009,Entire home/apt,43,60,5,2019-03-31,0.05,2,159,0,
526430,"Room near OCTOBERFEST, free WLAN, free Parking",2587491,Edmond,,Sendling-Westpark,48.11461,11.53505,Private room,55,1,72,2021-12-01,0.63,1,346,3,
532047,"Nice, comfortable Studio w. balcony",1210398,Olivera,,Milbertshofen-Am Hart,48.1787,11.56812,Entire home/apt,50,30,2,2017-09-30,0.03,4,17,0,
532049,Beautifully furnished 1-room Studio,1210398,Olivera,,Milbertshofen-Am Hart,48.17877,11.56679,Entire home/apt,50,30,2,2020-08-31,0.03,4,0,0,
539561,Beautiful Maisonette in Munich,2651285,Thorsten,,Maxvorstadt,48.15258,11.56128,Entire home/apt,300,3,237,2021-09-13,2.65,1,77,4,
548958,"White Room & Bathroom,  Messe Riem",1157644,Eva,,Tudering-Riem,48.10904,11.68701,Private room,49,90,16,2019-10-31,0.14,3,176,0,
574143,Wohnen am Hirschgarten - Neuhausen,2825666,Veronika,,Neuhausen-Nymphenburg,48.14449,11.51333,Private room,40,2,128,2020-08-15,1.12,1,1,0,
577095,Apartment on South Park Munich,2838170,Eugen,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0973,11.5102,Entire home/apt,49,85,55,2019-01-27,0.49,1,146,0,
603977,Helles gemütliches Gästeapartement,2989894,Peter,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.07973,11.50628,Entire home/apt,44,3,13,2020-09-08,0.12,2,0,0,
609851,Luxury 3 room flat in Schwabing,3024324,Christian,,Maxvorstadt,48.15561,11.56736,Entire home/apt,200,5,2,2018-06-08,0.03,1,71,0,
618795,Your Munich home with a view,3065700,Jochen,,Sendling,48.11863,11.54935,Private room,42,3,48,2019-09-24,0.60,1,146,0,
620812,Sunny Oktoberfest flat close to Südpark,2571977,Julia,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10236,11.52146,Entire home/apt,249,3,0,,,1,363,0,
625551,Grünes Ambiente in ruhiger Wohnlage,1909709,Gabriele,,Pasing-Obermenzing,48.1597,11.45158,Private room,39,1,50,2021-10-01,0.44,3,309,3,
633836,!Sunny Nice Apartment *60m²-Loft* !,2391129,Julia Und Lisa,,Ramersdorf-Perlach,48.09789,11.63814,Entire home/apt,350,2,228,2021-11-08,2.02,3,270,11,
650265,Beautiful sunny city studio to relax!,1027824,Kat,,Sendling,48.11295,11.54729,Entire home/apt,55,14,41,2021-09-05,0.36,1,141,4,
661006,It s a nice spacious Room in a quiet location.,3337316,Johannes,,Neuhausen-Nymphenburg,48.15591,11.50657,Private room,100,3,0,,,2,177,0,
663362,Central Modern Apartment,2544871,Baris,,Ludwigsvorstadt-Isarvorstadt,48.12434,11.56847,Entire home/apt,100,30,14,2016-10-04,0.12,1,306,0,
664050,bright and cosy room; central,3353275,Babett,,Maxvorstadt,48.15506,11.57184,Private room,41,1,111,2021-10-03,0.99,1,42,3,
667321,A small guest room in a big house,3375789,Hannelore,,Pasing-Obermenzing,48.13126,11.47215,Private room,15,1,25,2017-06-01,0.22,1,0,0,
668844,wonderful attic near Oktoberfest,3385852,Anja,,Laim,48.13155,11.49591,Private room,45,3,43,2021-10-24,0.43,1,104,5,
669550,Cosy room in the heart of Munich,3390380,Alexander & Patrick,,Altstadt-Lehel,48.13469,11.58675,Private room,65,1,276,2020-03-07,2.44,1,212,0,
675433,WG-Zimmer in cooler 4er WG,3430900,Anke,,Sendling-Westpark,48.11836,11.53062,Private room,170,1,0,,,1,365,0,
683263,Interim room in charming design apartment,2882620,Anja,,Au-Haidhausen,48.12289,11.58519,Private room,59,5,51,2018-10-31,0.45,1,90,0,
684700,HIGH-CLASS 2-RoomApartm,3491203,Oliver  & Hanelore,,Ludwigsvorstadt-Isarvorstadt,48.13819,11.55466,Entire home/apt,290,2,35,2021-10-11,0.31,1,360,1,
689025,Beautiful 2 room apartment Munich,3518780,Jan,,Milbertshofen-Am Hart,48.18652,11.5697,Entire home/apt,88,3,24,2017-10-06,0.21,1,0,0,
693402,Apartment in the Heart of Munich,3547075,Alex,,Altstadt-Lehel,48.13997,11.58962,Entire home/apt,129,4,31,2021-09-16,0.31,1,2,1,
694907,One Room Apartement in Schwabing,3556652,Daniel,,Schwabing-West,48.16462,11.57532,Entire home/apt,99,1,8,2020-12-06,0.07,1,365,0,
696997,nice and quiet app - in citycenter,3569761,Moritz,,Maxvorstadt,48.151,11.56179,Entire home/apt,75,3,10,2016-04-09,0.09,1,178,0,
698064,Top Location at the University,3577420,Dieter,,Maxvorstadt,48.15187,11.57975,Entire home/apt,75,2,55,2021-08-08,0.49,1,0,2,
700603,"LADIES (or couples) only, please! :o)",3593747,Beate,,Schwabing-Freimann,48.16782,11.58614,Private room,47,1,213,2021-09-11,1.89,1,177,3,
701005,Quiet area - quick in the centre,3596598,Patrick,,Bogenhausen,48.14201,11.62044,Private room,40,2,230,2021-11-18,2.04,1,0,11,
701673,Small room in a cosy house,3601541,Christel,,Ramersdorf-Perlach,48.11806,11.62966,Private room,25,2,192,2021-12-17,1.72,1,19,16,
701954,Bed & Breakfast München Schwabing,3603021,Hilde,,Schwabing-Freimann,48.16314,11.58301,Private room,65,2,65,2020-02-29,0.58,2,365,0,
702583,ruhige 2 Zimmer Wohnung nähe Oktoberfest,3605832,Visit,,Ludwigsvorstadt-Isarvorstadt,48.12059,11.55908,Entire home/apt,95,2,87,2021-10-12,1.13,2,284,5,
703539,"Golden Room,1.floor, near Fair Riem",1157644,Eva,,Tudering-Riem,48.10535,11.70017,Private room,40,180,17,2019-04-13,0.15,3,267,0,
705120,Mini Loft Munich Central Location !,291856,John,,Au-Haidhausen,48.13484,11.59489,Entire home/apt,119,2,31,2021-11-24,0.28,1,365,1,
706874,Schöne Unterkunft für's Oktoberfest,3633050,Kornelia,,Sendling,48.12345,11.54591,Private room,80,1,44,2018-11-26,0.39,2,0,0,
710489,Luxury loft next to Marienplatz,3657089,Marc,,Altstadt-Lehel,48.13898,11.57606,Entire home/apt,185,5,119,2021-11-12,1.06,1,308,7,
710595,2 Rooms 1 Price (a minute to U2),3671733,Christine,,Schwabing-West,48.16353,11.56759,Entire home/apt,39,1,15,2021-07-24,0.15,4,119,2,
710604,"Chic Suite Schwabing, FREEBreakfast",3671733,Christine,,Schwabing-West,48.15938,11.56753,Entire home/apt,39,1,19,2021-09-30,0.19,4,362,1,
710884,4People 2Rooms 1Price&FREEBreakfast,3671733,Christine,,Schwabing-West,48.15958,11.56781,Entire home/apt,89,1,122,2021-08-28,1.25,4,351,1,
710990,Nice Apartment Munich/Pasing,3659164,William,,Pasing-Obermenzing,48.14634,11.45755,Private room,63,1,53,2020-07-05,0.47,1,249,0,
711721,olympiapark-2R-70qm-sunny-silent-penth.app-lift,3662771,Iris,,Schwabing-West,48.15938,11.56026,Entire home/apt,65,18,9,2021-12-11,0.10,2,155,5,
713391,MUNICH-SCHWABING  2 Rooms  1 Price,3671733,Christine,,Schwabing-West,48.16299,11.56826,Entire home/apt,39,1,39,2020-09-13,0.38,4,365,0,
717444,Zu Fuß zum Oktoberfest!!!,3633050,Kornelia,,Sendling,48.12383,11.54762,Private room,80,1,30,2018-10-09,0.27,2,0,0,
728525,Room in Munich,3779542,Alfred,,Ludwigsvorstadt-Isarvorstadt,48.12932,11.57239,Private room,150,6,0,,,1,365,0,
740948,Living at Munich Viktualienmarkt,3876973,Katharina,,Altstadt-Lehel,48.13988,11.57701,Entire home/apt,151,28,68,2021-11-06,0.63,1,246,3,
751730,Villa München - Obermenzing,3952627,Leo,,Pasing-Obermenzing,48.16922,11.48143,Private room,55,3,0,,,1,355,0,
763520,optimal and central apartment,4024965,Ingrid & Nadi,,Schwanthalerhöhe,48.13768,11.54852,Entire home/apt,73,90,26,2014-09-29,0.24,2,296,0,
774834,★ Soul space ★ whole appartment in top area,3726426,Nicola,,Au-Haidhausen,48.12266,11.57356,Entire home/apt,60,150,11,2016-10-02,0.10,1,365,0,
779667,Modern flat nearby the subway,971744,Annette & Vanessa,,Maxvorstadt,48.15267,11.56491,Entire home/apt,146,3,247,2021-12-13,3.15,1,321,40,
802738,SUNNY ROOM - CLOSE TO CITY CENTRE,3049956,Peter,,Au-Haidhausen,48.12136,11.59018,Private room,33,3,0,,,1,365,0,
807951,"Holydayhouse near city,near Messe",4250955,Inge,,Berg am Laim,48.1225,11.62644,Entire home/apt,110,6,94,2021-11-22,0.88,1,313,6,
817975,Zimmer mit Aussicht,4296431,Frank,,Altstadt-Lehel,48.13681,11.58743,Private room,60,1,8,2021-11-17,0.08,1,355,6,
820826,Zimmer in Traumwohnung für Tänzer,4310718,Christine,,Au-Haidhausen,48.12724,11.60218,Private room,39,3,128,2020-09-29,1.17,2,3,0,
837679,Sunny 2-room apartment in Sendling,4377657,Martina,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10049,11.53181,Entire home/apt,47,180,22,2020-07-13,0.21,1,268,0,
861804,The heart of munich,4515946,Felix,,Maxvorstadt,48.15117,11.56516,Entire home/apt,78,7,37,2018-11-16,0.35,1,349,0,
907717,"Quiet room, sunny,centrally located",4862611,Anatol,,Bogenhausen,48.14213,11.60509,Private room,58,1,20,2020-07-24,0.20,1,106,0,
910680,CHARMING LOVESOME ALTBAU KAISERSTR!,211657,Jasmin,,Schwabing-West,48.16025,11.57744,Entire home/apt,129,2,1,2014-12-14,0.01,1,364,0,
915995,"Schöne1,5 Zi Whg im Herzen Münchens",4057943,Alessia,,Au-Haidhausen,48.13158,11.59694,Entire home/apt,118,3,19,2021-12-05,0.18,1,39,6,
917644,Individual 2-room apartm. w. garden,4927869,Kris,,Moosach,48.17169,11.50316,Entire home/apt,79,2,8,2019-10-03,0.15,1,363,0,
921010,Living in the City 2 / Goetheplatz,4950451,Erhard,,Ludwigsvorstadt-Isarvorstadt,48.12637,11.55745,Private room,39,2,326,2021-12-11,3.25,2,21,27,
921158,Charming  sunny room Maxvorstadt Hygiene rule,4951962,Sabine,,Maxvorstadt,48.15229,11.56408,Private room,69,1,275,2021-11-23,2.75,1,363,11,
921287,Living in the City 1 / Goetheplatz,4950451,Erhard,,Ludwigsvorstadt-Isarvorstadt,48.12794,11.55787,Private room,39,2,209,2021-12-03,2.09,2,21,24,
936808,Is this the paradise?,5057324,Katharina & Kai,,Maxvorstadt,48.15119,11.56647,Private room,48,3,36,2021-10-21,0.37,1,208,4,
944648,"Apartment, 39qm, MÜ Sendling-Westpark, 2-12 Monate",5114962,Birgit,,Sendling-Westpark,48.12184,11.5341,Entire home/apt,35,60,35,2021-07-31,0.64,2,162,2,
947647,Lovely large apartment: Oktoberfest 150/1min walk,3006450,Sascha,,Schwanthalerhöhe,48.13511,11.54534,Entire home/apt,229,4,60,2021-10-11,0.79,1,0,3,
958987,Oktoberfest  complete 4 flat central happy groups,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12392,11.55129,Entire home/apt,450,4,16,2019-09-28,0.15,6,269,0,
960371,LOFTsilent70qm space walking  to the center 20 min,4508751,Mila,,Maxvorstadt,48.15675,11.56335,Entire home/apt,112,3,41,2021-11-19,0.40,1,359,5,
