id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
68448,Quiet studio in Prenzlauer Berg near Mauerpark,163384,Alan & Kasia StayBearlin,Pankow,Prenzlauer Berg Nord,52.55004,13.41518,Entire home/apt,66,3,316,2021-12-13,2.46,10,361,16,"Legal entity name and Legal form: StayBearlin <br/>Legal representatives or Trade register number: Alan Connaughton <br/> Entity address: Grellstraße 34, 10409, Berlin, Deutschland <br/>Listing address: Wichertstraße 68, Seitenflügel links, EG, 10439, Berlin, Deutschland"
72079,"Italian Design at Kudamm ,WiFi DSL free",261488,P. Charlotte,Charlottenburg-Wilm.,Kantstraße,52.5078,13.31867,Entire home/apt,83,3,64,2021-11-08,0.61,1,303,4,
74614,City apartment in Prenzlauer Berg,393047,Fatena,Pankow,Prenzlauer Berg Südwest,52.53816,13.41065,Entire home/apt,220,21,76,2020-02-29,0.66,1,360,0,
80843,Berlin City Studio Apt.,437628,Oliver,Charlottenburg-Wilm.,Schmargendorf,52.48074,13.28903,Entire home/apt,49,2,124,2020-11-19,0.95,1,0,0,04/Z/ZA/004240-16
81049,Lux.2BR Apart.Berlin Mitte -Licensed!,249501,Elfie And  Paul,Mitte,Regierungsviertel,52.52142,13.38983,Entire home/apt,145,4,44,2021-10-16,0.34,1,237,1,01/Z/ZA/006052-16
81081,Beautiful Prenzlauer Berg Apt,425899,Bernd+Katja :-),Pankow,Prenzlauer Berg Nord,52.55064,13.41466,Entire home/apt,66,4,330,2021-12-02,2.54,1,43,25,03/Z/ZA/002447-16
83614,Spacious Prenzlauer Berg Apartment in Quiet Street,456085,Louis,Pankow,Helmholtzplatz,52.54677,13.41894,Entire home/apt,197,1,325,2021-11-16,2.49,2,339,20,03/Z/RA/003546-18
85560,Apartment 1 in Berlin,451311,Ruth,Mitte,Alexanderplatz,52.53036,13.38137,Entire home/apt,79,3,98,2021-12-08,1.21,2,306,5,
86090,spacious and cozy living in PrenzlBerg,472567,Alexandra,Pankow,Prenzlauer Berg Nord,52.54715,13.42657,Entire home/apt,103,3,152,2021-11-29,1.19,4,311,18,03/Z/AZ/004499-19
89102,Bright loft in the Kastanienallee,485838,Michele,Pankow,Prenzlauer Berg Südwest,52.54048,13.41087,Entire home/apt,106,4,62,2021-09-14,0.48,4,11,1,03/Z/RA/006066-21
102882,STORAGE APARTMENT URBAN,86173,Sebastian,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48924,13.42371,Entire home/apt,521,3,112,2017-04-16,0.87,2,0,0,"Legal entity name and Legal form: storage apartments UG <br/>Legal representatives or Trade register number: sebastian poetter <br/> Entity address: sonnenallee 63, 12045, berlin, deutschland  <br/>Listing address: sonnenallee 63, fabrikgebäude, 12045, berlin, deutschland "
103644,2 br Apt. at Kurfürstendamm with Wifi from July on,145808,Veronika,Charlottenburg-Wilm.,Halensee,52.49857,13.30332,Entire home/apt,40,70,32,2016-04-24,0.25,3,169,0,
111579,IN THE CENTER OF BERLIN.....,570951,S. Kjel,Mitte,Alexanderplatz,52.5272,13.40952,Entire home/apt,75,5,114,2016-06-05,0.92,1,0,0,
115576,Bed and Garden,584750,Axel,Pankow,Blankenfelde/Niederschönhausen,52.58178,13.3962,Entire home/apt,75,2,14,2021-10-23,0.14,1,345,6,03/Z/ZA/001284-16
117649,F43 - your base for Berlin,594164,Ralph&Maria,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49989,13.4448,Entire home/apt,68,92,85,2020-04-30,0.66,1,231,0,
127708,Design Jewel in the midst of MITTE!,632174,Stéphanie,Mitte,Alexanderplatz,52.52536,13.40488,Entire home/apt,90,2,559,2021-11-28,4.54,5,35,11,01/Z/AZ/008752-18
128827,Gorgeous Home in the Heart of East Berlin,632971,Kai,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50894,13.46075,Entire home/apt,59,7,22,2021-09-26,0.27,1,2,1,TBD
135097,Near KaDeWe & Kurfürstendamm,662534,Bernd,Tempelhof - Schöneberg,Schöneberg-Nord,52.49944,13.34685,Entire home/apt,84,1,279,2021-11-09,2.20,1,263,24,07/Z/ZE/003727-17
143605,""" Berlin Fuffa's 40m2  apartment """,696492,Gaston & Elena,Neukölln,Schillerpromenade,52.47649,13.42541,Entire home/apt,40,60,67,2021-10-02,0.53,1,102,2,08/Z/ZA/004007-16
145249,Private Wing of Penthouse - Terrace,1853661,Kirk,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51604,13.46059,Private room,65,2,142,2021-11-14,1.25,1,13,6,
147339,LOVELY APARTMENT - CENTRAL - QUIET,712073,Gerhard,Tempelhof - Schöneberg,Schöneberg-Süd,52.48033,13.3609,Entire home/apt,60,3,226,2021-12-13,1.80,1,236,28,07/Z/RA/005709-18
147946,1-room-flat in Prenzlauer Berg/WIFI,712973,Jan,Pankow,Prenzlauer Berg Nordwest,52.54705,13.40917,Entire home/apt,28,183,39,2017-02-12,0.31,3,17,0,
151249,"Quiet, Terrasse, cats, baby equiped",728298,Ju,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49681,13.41758,Entire home/apt,102,10,19,2021-09-12,0.25,1,364,2,
156010,TWO ROOM APARTMENT ALEXANDERPLATZ,750165,Angela,Mitte,Alexanderplatz,52.51727,13.42393,Entire home/apt,36,90,96,2018-12-20,0.76,1,107,0,
157839,1 room in typical berlin-style apt. for dog lovers,671536,Nicole,Mitte,Moabit West,52.5314,13.34158,Private room,35,1,319,2021-10-23,2.60,1,294,9,01/Z/AZ/013165-21
159454,"Bright, Charming and Modern Altbau",499725,Prasad,Charlottenburg-Wilm.,Wiesbadener Straße,52.47844,13.30973,Entire home/apt,161,2,77,2020-09-30,0.68,1,77,0,04/Z/ZE/003034-16
162111,"Sunny, cosy room + holland bicycle!",775103,Verena,Neukölln,Rixdorf,52.47705,13.44574,Private room,42,5,57,2021-10-24,0.46,1,70,6,08/Z/AZ/007151-19
163411,Ample parkside apartment Kreuzberg,779213,Jutta,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49919,13.43648,Entire home/apt,110,5,24,2021-10-24,0.20,1,38,4,02/Z/RA/008798-18
164475,Sunny Room in Beautiful Apartment in Kreuzberg,784423,Patrick,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50266,13.43547,Private room,50,7,15,2021-12-10,0.16,2,80,5,
168615,STAYINTOWN - Apartment in Berlin,803717,Dirk,Pankow,Blankenburg/Heinersdorf/Märchenland,52.58045,13.44398,Entire home/apt,49,2,9,2021-09-05,0.08,1,337,2,03/Z/AZ/004644-19
170652,2-room apartment. Mauerpark TOP!,814026,Frank,Mitte,Brunnenstr. Nord,52.54533,13.39887,Private room,50,5,7,2019-10-01,0.06,1,362,0,
173153,Beautiful flat 95m² in Berlin Mitte,826546,Wolfgang,Mitte,Alexanderplatz,52.52889,13.40726,Entire home/apt,80,2,33,2017-10-30,0.26,1,0,0,
174391,BERLIN The most central!,833209,Julija,Mitte,Brunnenstr. Süd,52.52959,13.39763,Private room,42,1,1,2016-05-06,0.01,1,0,0,
174547,Berlin City Apartment 1with WiFi,833995,Ilona,Mitte,Alexanderplatz,52.51107,13.41645,Entire home/apt,103,90,31,2016-10-02,0.25,4,0,0,
174560,"2 apartment in Berlin Center, WiFi",833995,Ilona,Mitte,Alexanderplatz,52.51112,13.41596,Entire home/apt,78,60,56,2016-10-01,0.48,4,0,0,
174576,Berlin City Suite 3 mit W-Lan,833995,Ilona,Mitte,Alexanderplatz,52.51101,13.41584,Entire home/apt,103,60,41,2016-10-02,0.34,4,0,0,
174579,Berlin City Studio 4 mit W-Lan,833995,Ilona,Mitte,Alexanderplatz,52.50898,13.41535,Entire home/apt,78,60,81,2016-09-23,0.67,4,0,0,
175667,"calm, sunny and central apartment",839532,Christina,Tempelhof - Schöneberg,Schöneberg-Süd,52.49037,13.34143,Entire home/apt,39,180,8,2017-01-11,0.07,1,152,0,
176342,11C Landmark/Checkpoint Charlie/120m2/2BATH/3BR,843326,Nino,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50254,13.39134,Entire home/apt,235,3,56,2021-11-21,0.58,3,310,4,02/Z/NA/002627-16
176355,11A Landmark/Checkpoint Charlie/110m2/2BATH/2BR,843326,Nino,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50254,13.39134,Entire home/apt,249,3,39,2021-11-10,0.32,3,355,9,02/Z/NA/002625-16
176396,Quiet room direct to metro station,843558,Christine,Reinickendorf,Ost 2,52.57217,13.35152,Private room,21,1,11,2018-10-24,0.18,1,0,0,
176852,Big & sunny apartment in Kreuzberg,845790,Aaike,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49283,13.43872,Entire home/apt,70,3,1,2015-09-23,0.01,1,138,0,
178347,Design Apartment Berlin Neukölln,853446,Florian,Neukölln,Reuterstraße,52.48743,13.42896,Entire home/apt,76,2,71,2016-04-17,0.57,1,0,0,
179102,"registered, legal hughe penthouse for 1-2 families",857327,Alke,Pankow,Pankow Zentrum,52.57051,13.39872,Entire home/apt,200,2,140,2021-06-05,1.16,1,304,1,"First name and Last name: Alke Matzat <br/> Contact address: Wilhelm Kuhr Str 5, 13187, Berlin, Berlin <br/>Listing address: Wilhelm Kuhr Str 5, 13186, Berlin, Berlin"
180440,CITY STUDIO WEST@ Kurfürstendamm(monthly discount),864399,Roland & Sam,Charlottenburg-Wilm.,Neue Kantstraße,52.499,13.30171,Entire home/apt,43,92,26,2021-10-02,0.23,1,81,3,
183988,Luxury Ku'damm Studio +  Bikes 4you,882801,Minel,Charlottenburg-Wilm.,Neue Kantstraße,52.50001,13.30349,Entire home/apt,84,2,466,2021-10-24,3.85,1,307,20,04/Z/ZA/004232-16
185960,bright and large furnished room,893191,Juliane,Neukölln,Reuterstraße,52.48378,13.43379,Private room,29,7,16,2019-11-05,0.13,1,301,0,
186663,Apartment Berlin TW Mexikoplatz,897302,Paul,Steglitz - Zehlendorf,Zehlendorf  Nord,52.4343,13.23037,Entire home/apt,90,122,15,2016-05-16,0.13,4,170,0,
186851,"CasaKaiser, 2 room apartment",898345,Susanne,Tempelhof - Schöneberg,Schöneberg-Nord,52.49281,13.34951,Entire home/apt,33,92,55,2021-06-04,0.47,1,175,1,
188922,Stay in Prenzlauerberg Berlin !,910884,Kristian,Pankow,Prenzlauer Berg Südwest,52.53243,13.41645,Entire home/apt,45,28,14,2014-08-28,0.11,1,0,0,
189288,Townhouse Altenescher Weg,907038,Katarina-Susanne,Pankow,Prenzlauer Berg Ost,52.53822,13.45771,Entire home/apt,105,3,89,2021-08-07,0.76,1,262,1,
189596,Mitte Miniloft apartment w. terrace,914711,Jon,Mitte,Brunnenstr. Süd,52.53008,13.39961,Entire home/apt,80,4,79,2016-05-06,0.63,1,0,0,
190448,Modernes Studioapartment Berlin,920085,Ursula,Neukölln,Buckow Nord,52.43973,13.46044,Entire home/apt,52,3,28,2021-12-13,0.24,2,179,4,"First name and Last name: ursula Burde <br/> Contact address: Trappenpfad 35, 12351, Berlin, Berlin <br/>Listing address: Trappenpfad 35, 12351, Berlin, Berlin"
191023,2-Room-Apartment in Berlin-Mitte,923408,Anne,Mitte,Alexanderplatz,52.51398,13.40711,Private room,55,1,40,2018-08-16,0.44,1,0,0,
192050,Perfect for 5 + WLAN near (URL HIDDEN),929861,Mandy,Pankow,Pankow Süd,52.57243,13.42076,Entire home/apt,48,183,30,2020-09-30,0.25,2,74,0,
192499,Franks kleines Museum,868282,Frank,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49188,13.42081,Private room,38,2,534,2021-11-29,4.24,1,80,32,"First name and Last name: Frank Siegfried Schoppmeier <br/> Contact address: Schönleinstraße 33, 10967, Berlin, Berlin <br/>Listing address: Schönleinstraße 33, 10967, Berlin, Berlin"
193601,"Well located, cozy 2 rooms apartment, all close by",939230,Nana M,Pankow,Pankow Süd,52.55527,13.42104,Entire home/apt,75,3,0,,,1,0,0,
194124,Luxury Property,913825,Loui,Charlottenburg-Wilm.,Halensee,52.49787,13.29706,Entire home/apt,74,92,3,2017-07-16,0.05,2,358,0,
194374,Cottage in the city with garden,943996,Monika,Lichtenberg,Karlshorst,52.4766,13.50838,Entire home/apt,65,3,51,2021-11-22,0.42,3,249,5,11/Z/ZE/001087-16
194465,Beautiful Loft-Studio with garden,944530,Christian And Verónica,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52023,13.44703,Entire home/apt,75,3,197,2021-11-19,1.59,1,141,15,02/Z/AZ/008845-18
195413,Residential floor space in Mexicopl,897302,Paul,Steglitz - Zehlendorf,Zehlendorf  Nord,52.43399,13.23025,Entire home/apt,230,183,9,2016-07-10,0.08,4,291,0,
197291,"App. w garden, firepl. a. whirlpool",1311026,Volker,Pankow,Blankenburg/Heinersdorf/Märchenland,52.58042,13.44493,Entire home/apt,119,7,59,2021-11-18,0.47,1,351,5,
197850,Central Location Prenzlauer Berg,964971,Tanja,Pankow,Prenzlauer Berg Südwest,52.5387,13.41346,Entire home/apt,89,3,247,2020-01-01,1.98,1,0,0,
198239,Fanstastic Studio Loft in Kreuzberg,868242,Happy Vegan,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50301,13.41506,Entire home/apt,76,3,108,2021-10-04,1.04,1,0,4,
198584,"Oriental Style Room, Kudamm / Zoo",969532,Wendy,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49713,13.32525,Private room,42,7,13,2020-02-16,0.16,2,279,0,04/Z/AZ/008076-18
200125,TOP apartment in art nouveau villa,977942,Rainer,Steglitz - Zehlendorf,Zehlendorf  Nord,52.43704,13.22343,Entire home/apt,89,60,0,,,1,365,0,Wohn 14 - 06/Z/NA/001878-16
205296,4* apartment in quiet south Berlin,1009105,Gisela,Neukölln,Rudow,52.41363,13.50172,Entire home/apt,100,5,3,2021-08-30,0.11,1,358,2,08/Z/NA/004045-16
207740,Schicke Garten-Maisonette in Kreuzberg,1022663,Vanessa,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50035,13.43736,Entire home/apt,195,7,12,2019-07-20,0.23,1,0,0,02/Z/RA/008970-18
208495,CENTRAL VINTAGE-MODERN FLAT,965569,Coco,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51399,13.46324,Entire home/apt,150,2,0,,,1,0,0,
209233,Sunny Apt near Nollendorfplatz,1328204,Jairo,Tempelhof - Schöneberg,Schöneberg-Nord,52.49773,13.35007,Entire home/apt,25,2,2,2018-03-30,0.03,1,41,0,
210734,VERY CENTRAL AND COSY,1039350,Gosia,Mitte,Moabit West,52.52183,13.33318,Entire home/apt,175,3,314,2020-09-07,2.52,1,0,0,01/Z/ZA/005181-16
212348,3 Zimmer mit Balkon im schönen Friedrichshain,1095251,Nadin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51012,13.46212,Entire home/apt,166,2,8,2021-11-30,0.29,1,16,4,
212470,furnished room in beautiful old app,1095682,Philipp,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49757,13.38215,Private room,40,5,5,2019-04-21,0.12,1,0,0,
214491,"enchanting room in the centre,",1107206,Lalita,Mitte,Alexanderplatz,52.52109,13.38025,Private room,35,3,217,2021-09-27,1.77,1,260,7,
214518,Chimaysaberlin B&B Front Double Bed,156897,Helen,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.5189,13.3009,Private room,38,1,32,2021-11-28,0.28,1,348,10,"First name and Last name: Helen Wong <br/> Contact address: Lohmeyerstr. 25, 10587, Berlin, Germany <br/>Listing address: Lohmeyerstr. 25, 10587, Berlin, Germany"
220445,Apt. Near Charlottenburg Palace,1142834,Detlef,Charlottenburg-Wilm.,Mierendorffplatz,52.52545,13.29847,Entire home/apt,45,30,27,2021-07-29,0.26,1,213,2,04/Z/ZA/005063-16
221015,clean calm cosy central Berlin Wedding apartment,1146238,Arzu & Tom,Mitte,Wedding Zentrum,52.54223,13.35284,Entire home/apt,74,4,539,2021-12-06,4.34,2,37,17,01/Z/AZ/013215-21
222784,"Quiet-central-balcony-WiFi, (min 30 days)",1156924,Kelly,Mitte,Moabit West,52.52875,13.34062,Entire home/apt,47,10,208,2021-12-01,1.71,1,199,7,
223622,1 bedroom in Berlin Friedrichshain,913422,Kathrin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51495,13.44469,Entire home/apt,45,2,6,2017-01-02,0.06,1,0,0,
229099,Nice room near airport Berlin BER,1196119,Hannes,Treptow - Köpenick,Altglienicke,52.40484,13.53339,Private room,35,1,281,2021-12-16,2.34,1,78,24,09/Z/AZ/001991-19
229348,Excl. Studio A Mitte/Hansaviertel,1195177,Annika,Mitte,Moabit Ost,52.5197,13.34206,Entire home/apt,79,5,91,2020-04-30,0.74,2,310,0,01/Z/NA/004723-16
229363,Excl. Studio B Mitte/Hansaviertel,1195177,Annika,Mitte,Moabit Ost,52.52265,13.3419,Entire home/apt,79,5,72,2021-10-16,0.65,2,260,9,01/Z/NA/004722-16
229776,Cosy room in Mitte / Rosenthaler Platz,956350,Arne,Mitte,Alexanderplatz,52.52861,13.40527,Private room,44,3,177,2021-10-04,1.42,1,251,8,01/Z/AZ/011800-20
230411,Wonderful Room in Hip Kreuzberg!!,1204085,Felix,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49802,13.4409,Private room,40,3,5,2021-08-07,0.04,1,0,1,
230611,4 bedroom holiday house Berlin,1205340,Christine,Tempelhof - Schöneberg,Lichtenrade,52.39095,13.39185,Entire home/apt,80,92,7,2021-11-30,0.06,1,64,1,
231598,Apartment Berlin,1210839,Maria Teresa,Tempelhof - Schöneberg,Schöneberg-Nord,52.49132,13.35102,Entire home/apt,44,180,62,2018-09-16,0.52,1,277,0,
233083,2-bed-loft-dwelling designers flat,1219893,Katharina,Charlottenburg-Wilm.,Neue Kantstraße,52.50587,13.29551,Entire home/apt,98,10,39,2021-01-31,0.32,1,169,1,
233453,Pretty room in Neukölln/Sonnenallee,1221935,Anne,Neukölln,Reuterstraße,52.48342,13.43774,Private room,32,2,30,2013-11-20,0.25,1,357,0,
233770,Holiday apartment in Berlin's Green,1224097,Bernhard,Marzahn - Hellersdorf,Mahlsdorf,52.47798,13.60628,Entire home/apt,59,3,41,2021-12-11,0.43,1,234,6,
236509,"Berlin City Center, Great Vista",1240004,Georg,Mitte,Alexanderplatz,52.51551,13.418,Entire home/apt,82,120,40,2020-07-31,0.32,2,169,0,
237670,Apartment Burde 2,920085,Ursula,Neukölln,Buckow Nord,52.44127,13.46116,Entire home/apt,45,3,27,2021-12-14,0.36,2,287,10,"First name and Last name: Ursula Burde <br/> Contact address: Trappenpfad 35, 12351, Berlin, Berlin <br/>Listing address: Trappenpfad 35, 12351, Berlin, Berlin"
238396,"Within the city, calm and leafy",1250154,Henrik,Pankow,Prenzlauer Berg Südwest,52.53218,13.41571,Entire home/apt,51,3,508,2021-12-09,4.13,2,59,23,
239139,"Central, Berlin Mitte,  2room, furnished, balcony",1254352,Jana,Mitte,Brunnenstr. Süd,52.5362,13.39772,Entire home/apt,47,92,102,2019-11-23,0.83,1,21,0,
240169,"Berlin, Neukölln, Room B",1259589,Alexine,Neukölln,Neuköllner Mitte/Zentrum,52.47751,13.43739,Private room,22,3,147,2018-11-11,2.05,2,0,0,
242794,Elegant renovated apartment 72 m2,1274606,Mario,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51367,13.45527,Entire home/apt,120,4,72,2021-09-30,0.61,1,140,6,02/Z/ZA/005795-17
