id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1225615,Double room in Manchester,6201208,Tyra,Manchester,Withington,53.43367,-2.22283,Private room,60,1,15,2019-06-09,0.15,3,334,0,
1241309,★Glass Roof★Walkable★Full Kitch★Office★Deck★Garden,6766640,Amy,Trafford,Trafford District,53.42985,-2.34018,Entire home/apt,110,7,1,2021-11-30,1,3,356,1,
1329093,Private B&B Double Room 2,219489200,Susan,Manchester,Sharston,53.37601,-2.25162,Private room,24,1,262,2021-12-05,2.78,1,341,27,
1343251,NICE 2 BEDROOM VICTORIA PARK.,4274481,Edi,Manchester,Longsight,53.45718,-2.21378,Entire home/apt,88,1,2,2015-01-03,0.02,7,365,0,
1362964,Victorian Townhouse Manchester ~ 2,3988014,A'Dell,Stockport,Stockport District,53.39221,-2.15276,Private room,55,1,46,2021-11-28,0.47,2,354,4,
1394994,Tranquil leafy apartment near city,7539112,Clare,Manchester,Whalley Range,53.45291,-2.26147,Entire home/apt,70,20,27,2015-08-31,0.26,1,308,0,
1428087,Spacious double room lux apartment,7680218,Carolyn,Manchester,Chorlton,53.44251,-2.27741,Private room,35,1,35,2018-10-21,0.36,1,135,0,
1545417,"Salford, Close to St James House, Media City, MCR",5649500,Nikki,Salford,Salford District,53.48786,-2.29252,Private room,35,2,134,2021-12-11,1.34,1,63,11,
1602166,"LUXURY MANOR HOUSE APARTMENT, DIDSBURY, MANCHESTER",8537868,Rachel & David,Manchester,Didsbury West,53.41072,-2.23282,Entire home/apt,100,2,14,2019-07-05,0.18,2,62,0,
1625515,Comfortable single spacious room,8643169,Christine,Trafford,Trafford District,53.46197,-2.35353,Private room,16,1,20,2021-08-09,0.20,1,51,1,
1685231,Central Arty Home Free On-Street Parking 180° View,9989431,Bianca,Manchester,Cheetham,53.49148,-2.23938,Entire home/apt,93,2,110,2021-12-06,1.31,1,362,7,
1810887,Lovely double room with bay window,9487531,Cazz,Manchester,Whalley Range,53.45034,-2.26742,Private room,22,3,44,2021-11-29,0.85,1,2,2,
1818864,Nice 1 bedroom flat close to Univer,4274481,Edi,Manchester,Moss Side,53.45503,-2.2411,Entire home/apt,56,1,2,2019-08-07,0.02,7,365,0,
1864263,Nice Room. Quiet Houseshare. Near M60 & Train Stn.,1589135,Nick,Trafford,Trafford District,53.45162,-2.36312,Private room,19,5,2,2018-06-27,0.05,3,0,0,
1969218,5 bed house close to Uni. Sleep 11,4274481,Edi,Manchester,Rusholme,53.45298,-2.22705,Entire home/apt,671,1,2,2016-06-16,0.02,7,365,0,
1998884,"Nice single room, close to center",4274481,Edi,Manchester,Rusholme,53.45305,-2.22715,Private room,29,1,5,2017-04-02,0.07,7,365,0,
2006686,Central Apartments (07) - My-Places,4949917,My-Places,Manchester,Ancoats and Clayton,53.48346,-2.23478,Private room,224,1,9,2021-07-25,0.15,29,179,1,
2053538,Mansion house In a prime location,10520441,Martin,Trafford,Trafford District,53.36929,-2.33059,Entire home/apt,1286,3,2,2019-05-27,0.06,4,79,0,
2059480,Central Apartments (06) - My-Places,4949917,My-Places,Manchester,City Centre,53.48165,-2.23346,Private room,252,1,4,2021-11-25,0.05,29,363,1,
2059673,Central Apartments (08) - My-Places,4949917,My-Places,Manchester,Ancoats and Clayton,53.4828,-2.23413,Private room,160,14,5,2021-06-06,0.09,29,180,1,
2060586,Piccadilly City Centre Apart.56 for Short lettings,4949917,My-Places,Manchester,City Centre,53.48178,-2.23571,Private room,110,14,1,2018-04-08,0.02,29,364,0,
2064662,Piccadilly City Centre Apartment 57,4949917,My-Places,Manchester,City Centre,53.48273,-2.23436,Private room,150,14,5,2019-02-10,0.06,29,364,0,
2065356,Large double bedroom,10566057,Renee,Trafford,Trafford District,53.45689,-2.26499,Private room,24,5,23,2018-08-13,0.24,1,178,0,
2089150,Loft conversion apartment,10663450,Andrea,Manchester,City Centre,53.48195,-2.24119,Entire home/apt,68,69,17,2019-08-31,0.18,3,286,0,
2150350,"Fantastic, modern 3 bedroom house",10974149,Simon,Manchester,Didsbury West,53.42287,-2.25698,Entire home/apt,96,1,155,2020-05-12,1.71,1,0,0,
2185157,Quiet City Centre Apartment,11143491,Danny,Manchester,Hulme,53.46967,-2.26357,Private room,59,1,259,2021-12-05,2.70,1,339,22,
2196549,"Triple room , sleeps 3, 1 double and 1 single bed.",11203404,Edward & Kelly,Trafford,Trafford District,53.454,-2.28339,Private room,35,2,253,2021-12-13,2.63,1,78,20,
2209408,A perfect home away from home,3472687,Thembalani,Manchester,Ancoats and Clayton,53.48895,-2.21123,Private room,45,1,27,2021-07-25,0.31,2,357,1,
2235260,Comfy and Light Double Room with Private Bathroom,6792001,Tina,Manchester,Whalley Range,53.45706,-2.25919,Private room,35,2,127,2021-12-11,1.51,3,326,9,
2378558,A wonderful South facing home,12150697,Jilly,Trafford,Trafford District,53.39138,-2.3147,Private room,40,2,138,2021-10-31,1.46,2,297,6,
2416749,Abbotsfield - My-Places,4949917,My-Places,Manchester,Cheetham,53.50696,-2.23698,Private room,400,1,3,2019-11-30,0.04,29,361,0,
2506828,"The Dog House, (African Room)",12831230,Joey,Manchester,Chorlton,53.439201,-2.277625,Private room,42,7,26,2021-12-17,0.28,3,72,4,
2513950,"Chorlton, Beech road (Top self-contained Ensuite)",12831230,Joey,Manchester,Chorlton,53.439396,-2.277576,Private room,46,7,15,2021-12-15,0.17,3,62,4,
2613909,"Comfy family home, Mosely Rd, Close to Swamy",3962880,Soraya & Shahin,Manchester,Burnage,53.43548,-2.19866,Private room,30,2,56,2021-12-16,0.61,2,353,2,
2824525,"Manchester Centre, close but quiet!",14449268,John,Manchester,Ancoats and Clayton,53.48829,-2.23392,Private room,45,2,325,2021-12-05,3.48,1,44,18,
2997451,Superb Flat in Victorian Home in Didsbury Village,8976104,Nuno,Manchester,Didsbury East,53.41864,-2.22666,Entire home/apt,80,3,13,2021-11-30,0.25,2,350,3,
3084464,Loft Convertion Apartment,10663450,Andrea,Manchester,City Centre,53.4787,-2.23849,Entire home/apt,68,69,12,2019-04-30,0.13,3,348,0,
3138325,Light & Secure Modern Space,15302873,Wellington,Manchester,Bradford,53.48215,-2.22094,Entire home/apt,85,5,151,2021-12-16,2.25,1,63,15,
3306015,Room in very central Mill conversion,16696508,Amy,Manchester,City Centre,53.48298,-2.23605,Private room,61,4,78,2018-07-02,0.86,3,352,0,
3484629,"Fresh, Stylish & Comfortable West Didsbury Airbnb",17548094,Sian & Martin,Manchester,Old Moat,53.42964,-2.23958,Entire home/apt,71,2,471,2021-12-05,5.24,2,335,44,
3515670,"Spacious flat, Great location",17702198,Evadne,Manchester,City Centre,53.47183,-2.24128,Entire home/apt,65,14,13,2021-09-05,0.18,7,69,4,
3523749,Double Bedroom in Victorian Home (King Size Bed),17746047,Christopher,Stockport,Stockport District,53.42069,-2.18261,Private room,42,1,162,2021-12-07,1.92,3,211,17,
3588495,Spacious Garden Studio - Free Wi-Fi & Parking,6316176,Yvonne,Trafford,Trafford District,53.37061,-2.34314,Entire home/apt,68,2,228,2021-12-19,2.56,2,180,58,
3665223,Ellesmere Street - Gay Host reopening soon,3607304,Paulo,Manchester,Hulme,53.47183,-2.26251,Private room,52,1,361,2020-03-10,4.00,1,142,0,
3683808,"2 King beds, Central city apartment",16696508,Amy,Manchester,City Centre,53.48305,-2.2364,Entire home/apt,160,2,228,2021-11-28,2.54,3,219,16,
3693544,"Quiet Detached House in Heart of Heaton, Bolton",124370655,Jonah,Bolton,Bolton District,53.58265,-2.47475,Entire home/apt,73,2,21,2020-02-03,0.45,1,7,0,
3710848,"Spacious, cosy and good value.",18933537,Fidelis,Salford,Salford District,53.50008,-2.30236,Entire home/apt,150,1,97,2021-12-19,1.09,4,339,17,
3773983,Double in Manchester City Centre,8455918,Ian,Manchester,Bradford,53.4809,-2.224,Private room,75,2,49,2021-12-12,0.56,1,168,7,
3815635,Superb Double Room In Manchester City Centre,2895264,Alistair,Manchester,City Centre,53.47463,-2.24102,Private room,60,5,256,2020-03-18,2.88,1,178,0,
3840683,Spacious and cosy Double Bedroom,19789170,Nazma,Stockport,Stockport District,53.41795,-2.21294,Private room,30,3,25,2020-02-29,0.33,1,202,0,
3851052,Stylish and bright canal-side central apartment.,19833211,Barry,Manchester,Bradford,53.48215,-2.2214,Entire home/apt,47,7,224,2021-10-03,2.56,1,26,6,
3937856,The kindness of strangers,19734859,Katie,Manchester,Rusholme,53.44786,-2.20056,Private room,38,1,27,2021-08-10,0.32,1,292,2,
4021231,"Stylish, convenient and peaceful Georgian house",20179201,Ian,Trafford,Trafford District,53.4196,-2.33115,Entire home/apt,86,3,110,2021-12-13,1.25,1,79,22,
4027861,City Centre Boutique Penthouse,10972420,Scott,Manchester,City Centre,53.48103,-2.23484,Entire home/apt,161,2,153,2020-12-28,1.73,5,260,1,
4049632,Worsley (W) - My-Places,4949917,My-Places,Salford,Salford District,53.50018,-2.36229,Private room,286,7,0,,,29,353,0,
4054992,Cozy Double Room Available,21029549,Ejike,Manchester,Gorton South,53.45932,-2.17265,Private room,30,2,35,2021-09-13,0.40,3,293,1,
4070469,Cute Single Room Available,21029549,Ejike,Manchester,Gorton North,53.46072,-2.17283,Private room,23,2,60,2021-10-15,0.69,3,236,2,
4097769,Cosy Single Room - Canal Views with WiFi,21254433,Sheela,Salford,Salford District,53.47064,-2.29509,Private room,20,2,7,2017-09-29,0.11,1,0,0,
4110637,Cosy single room - Parking included,14728896,Matt,Tameside,Tameside District,53.48536,-2.13462,Private room,20,1,97,2019-08-03,1.10,1,346,0,
4230825,Double room in modern house. New,4274481,Edi,Manchester,Rusholme,53.45143,-2.22631,Private room,42,3,4,2015-12-01,0.05,7,365,0,
4275850,Double room with stunning views,3316046,Claud,Manchester,Hulme,53.471436,-2.258522,Private room,42,4,192,2021-10-31,2.25,1,362,5,
4322918,Sunny stylish room in a happy house,19892769,Stephanie,Trafford,Trafford District,53.45798,-2.2679,Private room,39,1,143,2021-12-05,1.64,1,320,9,
4365303,Fab Home in in greater Manchester.,22658867,Yvonne,Stockport,Stockport District,53.43018,-2.15568,Private room,50,1,8,2021-08-30,0.12,2,364,1,
4443387,Basement accommodation,6201208,Tyra,Manchester,Withington,53.43234,-2.22241,Entire home/apt,80,1,36,2021-10-10,0.42,3,176,2,
4468181,Double Room in shared apartment,23182584,Michael,Salford,Salford District,53.48526,-2.34232,Private room,100,2,4,2017-01-20,0.06,1,364,0,
4479762,Old Trafford Bunkhouse - Sir Matt Busby Way - MUFC,23146906,Duncan,Trafford,Trafford District,53.46175,-2.28853,Entire home/apt,69,1,123,2021-12-17,3.67,1,327,38,
4487272,"Great Flat Castlefield, Manchester City Centre",17702198,Evadne,Manchester,Hulme,53.47326,-2.26194,Entire home/apt,46,28,1,2021-02-28,0.10,7,60,1,
4548119,"Lovely double bedroom, in mid terrace",8505740,,Bolton,Bolton District,53.60564,-2.39707,Private room,27,3,79,2021-10-04,0.93,2,361,1,
4567126,Warm bedroom close city cente,23673949,Jana,Salford,Salford District,53.48791,-2.26518,Private room,25,1,320,2021-12-05,3.72,1,55,29,
4635584,"Modern,spacious, car park,2 toilets",4274481,Edi,Manchester,Rusholme,53.45245,-2.22717,Entire home/apt,106,1,6,2017-01-01,0.07,7,365,0,
4699698,PARKSIDE:  Shared twin-bedded rooms: £23-£46,24294384,Maggie Joan,Trafford,Trafford District,53.44774,-2.29474,Shared room,24,5,35,2019-09-22,0.41,8,45,0,
4706840,Trafford Mansion (Single Room) Free WiFi,24276634,Imani,Trafford,Trafford District,53.45114,-2.2734,Private room,38,2,47,2021-11-22,0.57,2,0,10,
4707259,Trafford Mansion (Double Room) Free WiFi,24276634,Imani,Manchester,Chorlton,53.44971,-2.27522,Private room,46,1,53,2021-10-10,0.62,2,0,7,
4791845,City Centre 2 BedApartment with Parking COOP NOMA,17473725,Andy,Manchester,Ancoats and Clayton,53.48717,-2.2356,Entire home/apt,78,2,539,2021-12-06,6.30,7,70,44,
4884152,"Hall Moss Farm, charming serviced holiday cottage.",6649185,Stewart,Stockport,Stockport District,53.35053,-2.18034,Entire home/apt,80,5,63,2021-12-14,0.81,2,262,23,
4992945,Charming Apartment in Vibrant West Didsbury,25742397,Raff,Manchester,Chorlton Park,53.42736,-2.24777,Entire home/apt,61,2,33,2021-06-05,0.72,1,0,2,
5000513,Motorhome near city centre and airport.,1560767,Dave,Manchester,Moss Side,53.45145,-2.23948,Entire home/apt,29,1,62,2021-12-05,1.20,2,90,22,
5091469,"Hi i,m Darren",26303964,Darren,Manchester,Fallowfield,53.4425,-2.24241,Private room,35,1,42,2019-09-20,0.51,1,88,0,
5121973,"Peaceful Attic-Room, 2, Chorlton",4917842,Gwyn,Manchester,Chorlton,53.43981,-2.28344,Private room,34,3,63,2019-12-16,0.77,4,46,0,
5158797,Twin Bedroom in Victorian home,17746047,Christopher,Stockport,Stockport District,53.4208,-2.18235,Private room,42,1,46,2021-11-21,0.56,3,228,9,
5202886,Large family house in Harwood,8505740,,Bolton,Bolton District,53.60435,-2.39853,Entire home/apt,86,4,26,2020-01-04,0.32,2,134,0,
5247804,Beautiful Family Home,7691062,Jo,Manchester,Didsbury East,53.41158,-2.22423,Private room,28,2,50,2020-02-25,0.61,1,160,0,
5297243,"Spacious, Light & Cosy 2 Bed/2 Bathroom Apartment",6792001,Tina,Manchester,Whalley Range,53.45588,-2.26046,Entire home/apt,159,2,3,2021-09-12,0.10,3,0,2,
5394862,Two double Rooms in outstanding Victorian House,12089397,Yvonne,Tameside,Tameside District,53.44395,-2.07218,Private room,90,1,41,2021-12-12,0.50,2,350,4,
5426892,PICADILLY STATION   Manchester,10330117,Paulina,Manchester,Bradford,53.48244,-2.21846,Entire home/apt,83,3,12,2020-03-01,0.16,2,0,0,
5488725,Double Room; Canalside Near Ethiad & City Centre.,28461411,Gwen,Tameside,Tameside District,53.47732,-2.16257,Private room,35,1,3,2018-05-28,0.06,1,169,0,
5541034,Friendly house in a great location,28733141,Fiona,Manchester,Chorlton,53.43916,-2.28618,Private room,29,2,50,2021-10-11,0.65,2,172,3,
5544185,Manchester City Centre 2 Bedroom Apartment,26836949,Nick,Manchester,City Centre,53.47504,-2.25268,Entire home/apt,180,7,3,2019-07-25,0.05,5,364,0,
5544328,Manchester City West 2 Bedroom Apartment,26836949,Nick,Salford,Salford District,53.48523,-2.25461,Entire home/apt,180,7,12,2019-08-23,0.15,5,364,0,
5571927,Very clean apt suitable for long-stay with Parking,28878088,John,Manchester,Miles Platting and Newton Heath,53.48996,-2.21432,Entire home/apt,71,3,120,2020-03-06,2.03,1,0,0,
5584153,"Delph, Saddleworth  Entire Waterside apartment",27624201,Anne And Phil,Oldham,Oldham District,53.56833,-2.02402,Entire home/apt,80,2,104,2021-12-14,1.49,2,330,26,
5590149,Studio apartment Didsbury,3956480,Eric,Manchester,Didsbury East,53.42064,-2.22505,Entire home/apt,33,2,470,2021-11-03,5.69,2,0,28,
5651363,Room for the night. Bury.  Greater Manchester.,29287802,Andy,Bury,Bury District,53.60195,-2.31251,Private room,33,2,60,2021-10-30,0.77,3,169,2,
5682924,"Close to Salford Quays, City Centre & Salford Uni",27581831,Hélio,Salford,Salford District,53.49261,-2.28596,Private room,53,1,68,2021-10-10,1.01,4,324,15,
5777658,Spacious Attic Room in a beautiful period property,5669235,Sally,Bury,Bury District,53.64423,-2.32143,Private room,55,2,12,2021-12-02,0.26,2,125,5,
5789718,"WOMEN ONLY Comfortable double room, well located.",29980011,Jo,Manchester,Moss Side,53.45222,-2.24316,Private room,19,1,145,2021-12-05,2.19,1,264,20,
5865430,"""Cart Shed Cottage""",30456673,Nigel,Rochdale,Rochdale District,53.61984,-2.09864,Entire home/apt,50,2,20,2021-12-18,0.46,1,345,16,
5883738,Close to PICCADILLY STATION 2 bedroom 2 bathroom,2384053,Apartments For,Manchester,Bradford,53.48216,-2.2201,Entire home/apt,80,3,62,2020-03-12,0.76,2,0,0,
6010502,"Bright, Light and Calm Two Bedroom Townhouse, M33",6766640,Amy,Trafford,Trafford District,53.42623,-2.33522,Entire home/apt,100,3,6,2021-12-05,0.28,3,81,5,
6014196,2 bedroom Flat in Northern Quarter,17702198,Evadne,Manchester,City Centre,53.48132,-2.23583,Entire home/apt,73,14,14,2021-12-10,0.19,7,180,5,
6081027,Pet Friendly Garden Apartment in Sale. Manchester,17136758,Mike,Trafford,Trafford District,53.423,-2.31188,Entire home/apt,128,7,46,2021-10-31,0.57,7,277,3,
6172921,"Beautiful big rm convenient Uni, City and Christie",32026858,Wendy,Manchester,Didsbury West,53.42331,-2.23453,Private room,52,1,245,2020-02-16,3.67,1,0,0,
6191116,Pet Friendly Studio for 1 or 2 in Sale. Manchester,17136758,Mike,Trafford,Trafford District,53.42316,-2.31335,Entire home/apt,86,5,65,2021-10-31,0.87,7,349,8,
6205531,Loft Room,16055789,David And Bernadette,Manchester,Chorlton,53.43352,-2.27778,Private room,40,1,174,2020-03-14,2.17,1,1,0,
6330967,"Room with a view, very handy for MAN Airport",32954691,G Barry,Trafford,Trafford District,53.41678,-2.3107,Private room,60,1,2,2016-05-02,0.03,3,54,0,
6333392,"Brooklands, 10 minutes from MAN Airport",32954691,G Barry,Trafford,Trafford District,53.41533,-2.31015,Entire home/apt,165,2,69,2021-12-05,0.88,3,144,11,
6374786,Modern funky terrace not far from Manchester,33205538,Perry,Manchester,Gorton South,53.44173,-2.182,Entire home/apt,110,2,160,2021-11-14,2.05,1,58,19,
6414452,Modern Room 15 Minute Walk to Deansgate / City Ctr,1948933,Graham,Salford,Salford District,53.49299,-2.26091,Private room,30,1,226,2021-12-12,2.84,1,10,6,
6449708,Stunning! 2-Bed City Centre/Northern Quarter,33675841,Jamie,Manchester,City Centre,53.48184,-2.23874,Entire home/apt,311,1,292,2021-12-05,3.66,1,331,8,
6474741,A lovely1 bed flat...  Experience trendy Didsbury,33825442,John + Janthakon,Manchester,Didsbury East,53.41079,-2.22088,Entire home/apt,55,21,93,2021-09-30,1.19,1,325,11,
6550407,Simister Views,34260818,Margaret,Bury,Bury District,53.55035,-2.24329,Entire home/apt,46,2,228,2021-12-13,2.86,1,121,31,
6581958,Spacious couch in front room,33545947,Anthony,Bury,Bury District,53.53432,-2.27008,Private room,60,3,4,2019-06-10,0.05,1,207,0,
6612375,"Dairy Cottage, Delph, Saddleworth.",34602133,Jane,Oldham,Oldham District,53.56684,-2.02456,Entire home/apt,87,1,364,2021-12-18,4.62,1,317,79,
6677010,Tranquil sunny double WR/Chorlton,11064258,"Brie (& Jules, Jesse And Ben!)",Manchester,Whalley Range,53.45181,-2.25807,Private room,28,1,182,2021-12-05,2.37,2,159,6,
6689776,Fresh and comfortable single room in a 3 bed house,23772434,Tracy,Wigan,Wigan District,53.51416,-2.53372,Private room,23,1,104,2021-12-06,2.06,2,359,27,
6706755,PARKSIDE: double occupancy £46-£50.,24294384,Maggie Joan,Trafford,Trafford District,53.44774,-2.29474,Private room,47,5,9,2018-06-11,0.12,8,45,0,
6707279,£23> per person (shared occupancy).  £46> Double.,24294384,Maggie Joan,Trafford,Trafford District,53.44788,-2.29468,Shared room,24,2,33,2019-09-20,0.41,8,45,0,
6707541,PARKSIDE:  6 beds.,24294384,Maggie Joan,Trafford,Trafford District,53.44759,-2.2947,Entire home/apt,150,3,3,2016-06-28,0.04,8,135,0,
6711808,3 x dble/twin-share/single occupancy,24294384,Maggie Joan,Trafford,Trafford District,53.44774,-2.29474,Shared room,24,3,26,2021-08-30,0.33,8,35,1,
6774827,Bright & cosy crashpad,11064258,"Brie (& Jules, Jesse And Ben!)",Manchester,Whalley Range,53.45058,-2.25959,Private room,26,1,224,2021-10-10,2.86,2,166,5,
6775913,Lovely bedroom suitable for (female only),32812230,Sheila,Manchester,Didsbury East,53.40986,-2.22358,Private room,35,7,6,2018-03-29,0.08,1,340,0,
6803092,Evergreen Suite,35614169,Benjamin,Salford,Salford District,53.5075,-2.25811,Entire home/apt,146,3,14,2017-06-18,0.18,12,0,0,
6851772,Great transport links. Off Rd parking. Family home,34585717,Alan & Linda,Stockport,Stockport District,53.42828,-2.17421,Private room,35,2,61,2019-12-01,0.81,1,325,0,
6879038,"Tasteful, peaceful, cosy and cool.",36046438,Martin,Stockport,Stockport District,53.42949,-2.17595,Entire home/apt,38,2,128,2020-03-15,1.66,1,137,0,
6914820,Luxe New York Boutique Apartment by The Jacksonheim Boutique,36240230,Corin Craig,Manchester,Bradford,53.48127,-2.22006,Entire home/apt,129,1,378,2021-12-16,4.78,14,333,47,
7001980,Unavailable,26193398,Jonathon,Manchester,Chorlton,53.4429,-2.28649,Private room,68,100,1,2015-07-12,0.01,1,365,0,
7048918,Suite Eighty Eight,35614169,Benjamin,Salford,Salford District,53.50665,-2.25973,Entire home/apt,182,2,7,2019-10-13,0.10,12,0,0,
7057821,Rowan Estates,35614169,Benjamin,Salford,Salford District,53.50808,-2.25876,Entire home/apt,148,3,7,2018-06-11,0.09,12,61,0,
7083657,Spacious 2 Bed Flat in City Centre,37132737,Soy,Manchester,City Centre,53.47338,-2.24141,Entire home/apt,123,2,269,2021-12-12,3.52,1,67,29,
7112415,Double Bedroom in Victorian Home (Super King Bed),17746047,Christopher,Stockport,Stockport District,53.4208,-2.18235,Private room,42,1,54,2021-10-10,0.69,3,211,5,
7341045,Twin room,38458938,Caroline,Manchester,Moss Side,53.45045,-2.23494,Private room,70,2,4,2021-12-05,1.35,2,0,4,
7348181,homely b+b  bury greater manchester,29287802,Andy,Bury,Bury District,53.6015,-2.31309,Private room,30,2,71,2020-03-16,0.91,3,356,0,
7393366,Comfy Large Room Available,21029549,Ejike,Manchester,Gorton South,53.45963,-2.17161,Private room,60,2,26,2021-11-28,0.34,3,186,6,
7395875,Cosy room in pretty Cheadle cottage,38630456,Adrienne,Stockport,Stockport District,53.39677,-2.21422,Private room,39,1,54,2021-11-28,0.70,1,301,7,
7408693,"Two bed house in Didsbury, Manchester (4 people)",38820018,Pablo,Manchester,Didsbury West,53.41686,-2.23233,Entire home/apt,250,2,12,2021-11-01,0.16,1,365,1,
7472592,Modern house close to transport,14078746,Lisa,Salford,Salford District,53.48596,-2.30474,Private room,66,2,58,2021-11-29,0.74,1,21,8,
7631581,Single/twin-share/double/triple - £23> x 1 person,24294384,Maggie Joan,Trafford,Trafford District,53.44759,-2.29466,Shared room,24,2,11,2019-11-16,0.14,8,45,0,
7656754,Lovely house close to ctrManchester,16697099,Mo,Manchester,Moss Side,53.4495,-2.23033,Entire home/apt,157,3,35,2019-12-01,0.45,3,365,0,
7719803,The Loft studio apartment sleeps 3,28749026,Denise,Wigan,Wigan District,53.55146,-2.64244,Entire home/apt,90,7,34,2021-09-25,0.45,3,342,2,
